Standard_Bangla,dialect_speech,English_translation
আজকে আমি ছাতা আনতে ভুলে গেছি,আইজ মুই ছাতি আনতে ভুইল্লা গেছি,I forgot to bring an umbrella today
"আজ আমি রোগা, তাই জন্য মানুষ আমাকে নিয়ে উল্টোপাল্টা সন্দেহ করে","আইজ মুই হুগনা , হেইয়ার লইজ্ঞা মানু মোরে লইয়া উলডা পালডা সন্দেহ করে","Today I am thin, so people doubt me"
nan,আইজ মোর আ্যাকছের কাম আছে,I have a lot of work today.
আজকে আম্র জন্মদিন,আইজ মোর জন্মদিন,Today is my birthday.
আজকে আমার মন ভালো নেই,আইজ মোর মনডা ভালোনা,
আজকে আমার মন ভালো নেই,আইজ মোর মনডা ভালোনা,I'm not feeling well today
আজ রাতে বাবা হঠাৎ করে অসুস্থ হয়ে পড়েছে খবর শুনে হাসপাতালে এলাম,আইজ রাইতে বাপ হুট কইররা অসুস্থ হইয়া পড়ছে খবর হুইননা হাসপাতালে আইলাম,I came to the hospital after hearing the news that my father has suddenly fallen ill tonight
আজ সাকিব আল হাসান থাকলে হয়তো খেলাটা আরো অনেক সুন্দর ও ভালো লাগতো।আজ হয়তো গ্যালারিটা ফাঁকা থাকতো না। �����,আইজ সাকিব আল হাসান থাকলে তয় খেলাডা আরো সুন্দার ও বালা লাগতে। আইজ তয় গ্যালারি টা ফাকা থাকতে না।,
আজকে সারাদিন বৃষ্টি হয়েছে,আইজ সারাদিন বইষ্যা হইছে,It rained all day today
আজ সিঙ্গেল বলে কারো জন্য হাত কাটতে পারি না,আইজ সিঙ্গেল দেইখ্যা কারো লইজ্ঞা হাত কাটতে পারি না,Today I can't cut my hand for someone who is single
আজ সিঙ্গেল বলে ঘুরতে যেতে পারি না,আইজ সিঙ্গেল দেইখ্যা ঘোরতে যাইতে পারি না,
