Standard_Bangla,dialect_speech,English_translation
অাবাল চোদা,আবাল চোদা।,
আবাল দিয়ে দেশটা ভরে গেছে,আবাল দি দেশগা ভরি গেসে,
আবাল বিচারক দাঁড়ি আলা আর মম,আবাল বিচারক দাড়ি আলা হালার ভাই।,
আবাল মার্কা বক্তা,আবাল মার্কা বক্তা।,
আবাল র্মাকা নায়ক আবালের মত অভিনয়,আবাল র্মাকা নায়ক আবালের মতন অভিনয়।,
আবালনী একটা� ভাইরাল হওয়া জন্য কি না করতে পারে ।,আবালনি এইডা ভাইরাল হইতে কিনা করতে পারে ।,
আবেগ প্রবন মানুষ খুব বোকা হয়ে থাকে,আবেগপ্রবন মানুষ বোকা থায়,
আব্বু আমার জন্য খয়েরি জামা কিনে এনেছে,আব্বা আঁর লাই বেগুনী জামা কিনি আইনছে,
বাবা একদিন কথায় কথায় মাকে বললেন,আব্বা একদিন কতায় কতায় মারে কইলেন,
আব্বু কিনে এনেছে,আব্বা কিনি আইনছে,
বাবা বইটা বুকশেলফে তুলে রেখেছিলেন,আব্বা বইকান বুকশেলফে তুলি রাখছিলেন,
আব্বু সারাদিন বাহিরে বাহিরে থাকত,আব্বা হারাদিন বাইরে বাইরে রইতো,
বাবাকে হাসপাতালে দেখে খুব খারাপ লাগছে,আব্বারে হাসপাতালে দেই খুব খারাপ লাগছে,
আব্বাসি বন্ডামি আর কত করবি,আব্বাসি বন্ডামি আর কত ক‌ইরবি?,
আব্বাসি যদি মাজার পুজারি না হয় তুই জারজ।,আব্বাসি যদি মাজার পুজারি ন অয় তুই জারজ।,
আব্বাসী মাজার পূজারী,আব্বাসী মাজার হুজারী।,
আব্বাসীর ওয়াগ শুনলে ঈমান থাকবে না,আব্বাসীর ওয়াগ হুনলে ঈমান থাকতোন।,
আম আমার প্রিয় ফল,আম আর ফ্রিয় ফল,
আম আমার প্রিয় ফল,আম আর ফ্রিয় ফল,
আম পাকে বৈশাখে কুল পাকে ফাগুনে,আম হায় বৈশাখে কুল হায় হাগুনে,
আমটি কে খেয়েছিল,আমকান কে খাইছিলো ?,
আমগাছে প্রচুর মুকুল এসেছে,আমগাছে হছুর মুকুল আইছে,
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আমগাছের দিকে ছাই ওকগা মাইয়া কইলো,
আমাদের দেশে এতো গাঁধার দল আছে আগে সেটা জানতাম না� এদের মধ্যে কারোর নায়ক হওয়ার যোগ্যতা নাই� আমাদের দেশে স্মার্ট ছেলে বলতে গেলে নাই!,আমগো দেশে এত গাধা দল আছে আগে জানতাম না। এগুন এর বিত্তে কারো নায়ক হওয়ার যোগ্যতা নাই । আমগো দেখে স্মার্ট পোলা বলেতে গেলে নাই ।,
আমাদের সানাই আফা দুধ বড় করে দেশের উন্নয়ন করতেছে��আফার নিজেকে সুন্দর করতে দুধু বড় করা লাগে হায় রে কপাল দেশ কই যে যাচ্ছে,"আমগোর সানাই আফা দুধ ব করি দেশের উন্নয়ন করের, আফা নিজেরে সুন্দর ক‌ইরতে দুধ ব করার লাগে,  আহারে কোয়াল দেশ কোনাই যে যার।",
আপনাদের মাজে বুল বুযা বুযি থাকতে পারে সেটা জেনো জায় কে না কাদায় তাই আপনাদের আবারো এক হইতে হবে,আমনাগোর মাজে বুল বুযা বুযি থাইকতে হারে হেটা জেনো জায় কে না কাদায় তাই আমনাদের আবারো এক হইতে হব,
আপনার এখন সময় আছে ঠিক হয়ে যান,আমনার এখন সময় আছে ঠিক হই যান,
আপনার কথাগুলা যুক্তি সম্মত আপু,আমনার কতাগুন যুক্তি সম্মত আপা,
আপনার চ্যানেল এবং আপনার নাম সম্পূর্ণ ফেক,আমনার চ্যানেল এবং আমনার নাম হুড়া ফেক,
আপনার জামাই আগেরটা কি নাই,আমনার জামাই আগেরগা কি নাই?,
আপনার বাড়ি টাংগাইল তাইনা,আমনার বাড়ি টাংগাইল কেন?,
আপনার ভয়েজ ত খুবি ভ্লা,আমনার ভয়েজ ত মেলা ভ্লা।,
আপনার সাথে কথা বলতে পড়ি,আমনার লগে কথা কইতে হাড়ি?,
আপনারা মিথ্যা বানোয়াট নিউজ করেন কেন,আমনারা মিথ্যা বানোয়াট নিউজ করেন কিরলাই?,
আপনি কলকাতার কোন চ্যানেল এর সংবাদ পাঠিকা খবরের সাথে মুখের বলার কোনো মিল নেই আর এসব খবর কোথায় পান আপনারা ভারত নিয়ে দেখছি বাংলাদেশের খুব মাথা ব্যাথা,আমনি কলকাতার কোন চ্যানেল এর সংবাদ পাঠিকা খবরের লগে মুখের কইবার কোনো মিল নাই আর এসব খবর কোথায় পান আমনারা ভারত লই দেখি বাংলাদেশের মেলা মাথা ব্যাথা।,
আপ্নি একজন 'ভার্সিটির অধ্যাপক' তাই নিজের ওয়েট বজায় রাখুন।এসব ছাগলামী করলে শুধু শুধু সম্মান হারাবেন! নাকি 'কমেডি' লেখছেন...?,আমনে ওগ্গা 'ভার্সিটির অধ্যাপক' তাই নিজের ওয়েট বজায় রাখেন।এইক্কা ছাগলামী ক‌ইরলে খালি খালি সম্মান হারাইবেন! নাকি 'কমেডি' লেইখছেন...?।,
আপনি একজন রাজাকার!!!!!! কারন রাজাকার ছাড়া এই মুক্তিযুদ্ধের সরকারের সমালোচনা কেও করতে পারে না।...... হয় মুক্তিযুদ্ধের চেতনার সাথে থাকবেন... না হয়..... রাজাকারদের সাথে..... মাঝখানে কোন রাস্তা খালি নাই!!!!!!!,"আমনে ওগ্গা রাজাকার, কারন রাজাকার ছাড়া এই মুক্তিযুদ্ধের সরকারের সমালোচনা কেও ক‌ইরতো হারে না। হয় মুক্তিযুদ্ধের চেতনার লগে থাইকবেন না হয় রাজাকারগোর লগে মাঝখানে কোন রাস্তা খালি নাই।",
আপনি কি বুঝাতে চেয়েছেন কার পক্ষে লিখেছেন তা প্রথম আর শেষের লাইন পড়েই বুঝে গেছি পুরোটা পড়ার দরকার হয়নি।আগামীতে যদি রাজনীতিতে আসেন তাহলে জাতি অবাক হবেনা।,আমনে কি বুঝাইতে চান কার ফক্ষে লেইখছেন? তা ফ্রতম আর শেষের লাইন ফড়িই বুঝে গেছি।  হুরাগা ফড়ার দরকার অয় ন।আগামীতে যদি রাজনীতিতে আইয়েন তাইলে জাতি অবাক অইতো ন।,
আপনি কি পাবনার,আমনে কি হাবনার?,
আপনে কেনো নামাজ নিয়ে কেনো গালি দিলেন কেনো কুত্তার বাচ্চা,আমনে কিল্লাই নামাজ ল‌ই কিল্লাই গাইল্লাইসেন কিল্লাই কুত্তার বাইচ্চা।,
আপনি কোন লেভেলের গাঁজা খেয়েছেন ৷,আমনে কোন লেভেলের গাঞ্জা খাইছেন ৷,
আপনি কয় রাত কার সাথে,আমনে কয় রাত কার লগে?,
আপনি জানেন না আপনি আরও ভালো করে জেনে তবেই ভিডিও করুন,আমনে জানেন না আমনে আরও ভালা করী জানি হেরপর  ভিডিও করেন।,
"আপনি জাস্ট বালের একটা দালাল, আর কিছুনা।","আমনে জাস্ট বালের ওগ্গা দালাল, আর কিছু ন ।",
অাপিন ঠিক বলেছেন,আমনে ঠিক কইছেন।,
আপনি থিকিই বলছেন মেমআপনার সাথে আমি একমতআমি সাকিব খানকে খুব তাড়াতাড়ি অপু দিদি সাথে কথা বলে দেখতে চাই,আমনে থিকিই কইছেন মেমআপনার লগে আই একমত আই সাকিব খানকে মেলা তাড়াতাড়ি অপু দিদি লগে কতা কই দেখতে চাই।,
আপনি দেশের গনতন্ত্রকে ফিরিয়ে দিতে এই বয়সে জেলে সত্যি মা তোমার তুলনা হয়না আমরা এদেশের জন্য কি করলাম।,"আমনে দেশের গনতন্ত্ররে হিরাই দিতে এই বয়সে জেলে ,  হাসা মা আমনের তুলনা অয়না, আন্ডা এদেশের লাই কিয়া ক‌ইরলাম।",
আপনি পারেন দাদু,আমনে পারেন দাদু।,
আপনি নাকি রাজনীতি বোঝেন না! ���,আমনে বলে রাজনীতি বুঝেন না!,
আপনি খুব সুন্দরী,আমনে বহুত সুন্দরী।,
আপনি খুবছেকছি,আমনে বহুত সেক্সি।,
আপনি যদি আমার সাথে বন্দুত্ব করতেন আমি খুব খুশি হইতাম৷,আমনে যদি আয়র লগে বন্দুত্ব কইরতেন আই মেলা খুশি হইতাম৷,
আপনি যে একটা 'চুদির বাই' জানেন সেটা? �,আমনে যে ওগ্গা 'চুদির বাই' জানেন হেটা?।,
আপনাদের কাছে আমার অনুরোধ ছেলেটাকে পুলিশে দিয়ে দিন এই জানোয়ার রুপি মানুষ সমাজের জন্য অভিশাপ,আমনেগোর কাছে আঁর অনুরোধ হোলাগারে ফুলিশে দি দেন এই জানোয়ার রুফি মানষ সমাজের লাই অভিশাপ।,
আপনার কত সাইজ,আমনের কত সাইজ।,
আপনার কথা গুলো বালো,আমনের কতা গুন বালা,
আপনার কথা গুলো ভাল লাগছে,আমনের কতাগুন বালা লাইগসে।,
আপনার কাজই কি চোদা দেওয়া,আমনের কাম এ কি হোন্দানি দন।,
"আপনার গরুর রচনা পড়ে তো আর দাবি আদায় হবে না, একটা এডভাইস দেই, গাড়ি নিয়ে বের হওয়ার সময় লাইসেন্স নিয়ে বের হইয়েন।","আমনের গরুর রচনা ফড়ি তো আর দাবি আদায় ওইতো ন, ওগ্গা এডভাইস দি, গাই ল‌ই বার‌ইবার সমে লাইসেন্স ল‌ই বার অইয়েন।",
আপানার নামবার দেন,আমনের নম্বর দেন।,
আপনার বাড়ি কি নিউক্যালি ভাউ �,আমনের বাই কি নিউক্যালি ভাউ ?,
আপনার বাচ্চা যদি পরীক্ষা দিতো তবে আপনি ও ভাবতেন যা কিভাবে তাকে সাজেশন করাযাই আর 10 বছর বয়সে যে হারে PSC পরীক্ষা পড়ার চাপ থাকে তাতে বাচ্চা সরনা পুণ হওয়া খুব দর কার না এ নিয়ে মাথা ব্যাথা দরকার নেই এটা নতুন কিছু না যে আজ হচ্ছে,আমনের বাইচ্চা যদি ফরীক্ষা দিতো তবে আমনে ও ভাইবতেন যে কেন্নে  হেতারে সাজেশন করন যাই আর 10 বছর বয়সে যে হারে পরীক্ষা ফড়ার চাপ থায় তাতে বাইচ্চা সরনাফূর্ণ অন বহুত দরকার না এ ল‌ই মাথা ব্যাতার দরকার নাই ইগা নতুন কিছু ন যে আইজ্জা অর।,
আপনার মত পরজীবীদের কাজই হচ্ছে বাংলার জনগনের মধ্যে বিবেদ সৃষ্টি করে নিজের পকেট ভারী করা।,আমনের মতন পরজীবীগোর কাম এ অইছে বাংলার জনগনের মাইদে বিবেদ সৃষ্টি করি  নিজের ফকেট ভারী করন।,
"Naheed Parveen Mimi@আপনার মন্তব্য এবং স্যারের লেখা বুঝা readers আমাদের সমাজে খুব সিমিত। তাদের মনমত লেখা না হলে যে সব ভাসা ব্যাবহার করে that's are very painful, maximum are comments on radical approach.",আমনের মন্তব্য এবং স্যারের লেখা বুঝন আনগোর সমাজে খুব সিমিত। হেগুনের মনমত লেখা না অইলে যে সব ভাষা ব্যাবহার করে,
আপনার জন্য কত সাইজ,আমনের লাই কত সাইজ।,
আপনার জন্য অনেক দোয়া আর ভালবাসা স্যার <3,আমনের লাই বহুত দোয়া আর ভালবাসা স্যার।,
আপনার জন্য রোডিজ স্যলুট।।।।।।।।।।।�����������������‍☠��,আমনের লাই রোডিজ স্যলুট।,
আপনার লেখাগুলো বড় করে পড়লে কেমন জানি আম্বা আম্বা এর মত শোনাই,আমনের লেখাগুন ব করি ফ‌ইড়লে কেইক্কা জানি আম্বা আম্বা এর মতন হুনা‌ যায়।,
আপনার সাইজ কত,আমনের সাইজ কত।,
আপনার হড়হড় করে বমি করা রোগটা কি এখনো আছে??? নাকি ভালো হইছে �??,আমনের হড়হড় করি বমি করন রোগগা কি অনো আছে? নাকি বালা অইছে ?,
আপনারা কি সবাই একটা বিষয় লক্ষ্য করেছেন মিথিলা সবসময় তার বাবার বয়সিদের সাথে লাগায়,আমনেরা কি বেকে ওগ্গা বিষয় লক্ষ্য ক‌ইচ্ছেন মিথিলা বেকসমে হেতির বাফের বয়সিগোর লগে লাগায়।,
আপনারা কেউ যদি বাংলাদেশ এর ফাস্ট বোলার দের সেরা দেখতে চান তাহলে নিচের লিঙ্ক এ ক্লিক করুন আর লাইক ও কমেন্ট করতে ভুবেন না কিন্তু!,"আমনেরা কেও যদি বাংলাদেশের ফাস্ট বোলার গোর সেরা দেখতে সান তাইলে নিচের লিংকে ক্লিক করেন, আর লাইক ও কমেন্ট করতে ভুইলবেন না কিন্তু।",
আপনাকে টেকনোক্র‍্যাট মন্ত্রী হিসেবে দেখতে চাই।,আমনেরে টেকনোক্র‍্যাট মন্ত্রী হিসেবে দেইখতে চাই।,
আপনার কে ধন্যবাদ।,আমনেরে ধ‌ইন্যবাদ।,
আমরা অনেক বড় হয়ে গেছি মনে হচ্ছে,আমরা অনেক বড় অই গেছি মনে অর,
আমরা অপেক্ষা করব,আমরা অপেক্ষা কইরগুম,
আমরা এতটাও ভালো না,আমরা এতও ভালা নো,
আমরা এমনিতেই পরিচয় রাখতে পারি,আমরা এন্নেই হরিচয় রাইখতাম হারি,
আমরা বলি একটু সময় নেওয়ার জন্য আর উনার স্ত্রীকে নিয়ে আসার জন্য,আমরা কই এককানা সময় লইবার লাই আর হেতার বউরে লই আইনবার লাই,
আমরা জীবনে ভুলতে পারব না,আমরা কোনো দিন ভুলতে পারতাম না,
আমরা ঢাকায় থাকি,আমরা ঢাকাত থাই,
আমরা তিন ভাই বোন আমি সবার বড়,আমরা তিন ভাই বোন আই বেকের বড়,
আমরা বিদায় নিয়ে চলে এলাম,আমরা বিদায় লই চলি আইলাম,
আমরা বিয়ের পর থেকেই আলাদা থাকি,আমরা বিয়ার হর তুনই আলাদা থাই,
আমরা সবাই ঢাকায় থাকি,আমরা বেকে ঢাকায় থাই,
আমরা খুব খুশি,আমরা মেলা খুশি,
আমরা সালাম গ্রহণ করলাম,আমরা সালাম গ্রহণ কইরলাম,
আমরা হেরে গেছি,আমরা হারি গেছি,
আমরা হেরে গেছি,আমরা হারি গেছি,
আমরা হেরে গেছিলাম,আমরা হারি গেছিলাম,
আমরা পারিবারিক কারনে এক বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম,আমরা হারিবারিক কারনে বছর ওকগার লাই অন নিজ বাড়ি ছাড়ি অন্য জাগাত আছিলাম,
আমরা সেখানে অনেক মজা করব,আমরা হিয়ানে অনেক মজা করুম,
আমরা তাকে বলেছি একসাথে কথা বল কি সমস্যা,আমরা হেতেরে কইছি একলগে কতা কইতে কি সমইস্যা,
আমাদের চার পাসে নাম না জানা কতো ফুল ফুটেআছে তাই বলে সব ফুলকি ফুলডানিতে সাজায়,আমাগোর চার পাসে নাম না জানা কতো ফুল ফুটেআছে তাই বলাই বেক হুলকি হুলডানিতে সাজায়?,
আমাদের মোজি ছাই,আমাগোর মোজি ছাই।,
আমাদের রাষ্ট্রপতি আমাদের গর্ব তিনি খুব রসিক মানুষ,আমাগোর রাষ্ট্রপতি আমাগোর গর্ব তিনি খুব রসিক মানুষ।,
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাজন নদী দুন্নার  সবচাইতে বড্ডা নদী হিসাবে হরিচিত,
আমাদের মধ্যেবিও পরিবার,আমাদের মধ্যেবিও পরিবার,
আমার কোন ভাই নেই আমি বড় মেয়ে,আমার কোন ভাই নেই আমি বড় মেয়ে,
আমার বিয়ে হয়েছে নয় বছর,আমার বিয়ে হয়েছে ৯ বছর,
আমার মা ভাই বোন বরিশালে থাকে,"আমার মা ,ভাই, বোন বরিশালে থায়",
আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,
আমার হাতটা ধরে সামনের পথে এগিয়ে চলো পেছন ফিরে আর আমরা দেখবো না,"আমার হাত ধরে চলার শুরু কর,পিছনে ফিরণ লাগবো না",
আমার শ্বশুরবাড়ির লোকজন এটা একেবারেই পছন্দ করে না,আমার হোড়বাড়ির লোকজন ইয়ান এক্কেরেই হছন্দ করে না,
আমার কাছেতো উপস্থাপিকার দূধ ভালো লাগছে��,আমারতে উপস্থিকার দুধ ভালা লাগচে।,
আমি এখন থেকে সিদ্ধান্ত নিয়েছি আর কারো কথা আমি শুনবো না,আমি অন তুন সিদ্ধান্ত নিছি আর কারো কথা আই হুইনতান ন,
আমি অনেক দেখেছি এই দেশে সুদু রেবেএ পারে আর পুলিশ জনগনের ভাল পালায়,"আমি অনেক দেখেছি, এই দেশে সুদু রেবেএ পারে আর পুলিশ জনগনের বাল হালায়।",
আমি ২০১৬ থেকে তাহুরা কে ভালবাসি,আমি দুই হাজার হোলোর তুন তাহুরা রে ভালবাসি,
আমি হিন্দু হয়েবলচি মদিচাআলা ফাসিচাই,আমি হিন্দু হয়েবলচি মদিচাআলা ফাসিচাই।,
আমির আলেম,আমির আলেম।,
আমির হামজা কিচু জানেনা,আমির হামজা একরে কিচু জানেনা।,
আমির হামজা ভুল,আমির হামজা ভুল।,
আমির হামজা কে ধন্যবাদ,আমির হামজা রে ধন্যবাদ।,
আওয়ামীলীগ আর হাসিনা বাংলার ফেরাওন আর ছাগল কাদের কাওয়া ������,আমীলীগ আর হাসিনা বাংলার ফেরাউন আর ছাগল কাদের কাউয়া ।,
আম্মু খালা লেখাপড়ার জন্য ঢাকায় ফিরতে বলবে আমি যেতে পারবো না,আম্মা খালা লেয়াহড়ার লাই ঢাকায় হিরতে কইবো আই যাইতে হাইরতান ন,
আম্মু তখন উলটে বলছে আমি ও সারাদিন অনেক কাজ করি,আম্মা তন উলটে কইছে আই ও হারাদিন অনেক কাম করি,
আম্মা নানাকে একটা চিঠি লিখছেন,আম্মা নানারে এককান চিডি লিখছেন,
আমার প্রিয় লেখক হুমায়ুন আহমেদ,আয হিয় লেখক হুমাইয়ন আহমেদ,
আয় হালারপুত আওয়ামী লীগের পা চাটা গোলাম,আয় হালারপুত আওয়ামী লীগের বৈর চাঁডা গোলাম।,
আমাদের নারায়ণগঞ্জ আসস না কেনো তাহলে জোতা দিয়া পিটাইতাম,আয়গো নারায়ণগঞ্জ আসস না কিরলাই তাইলে জুতা দি পিটাইতাম।,
আমার একটা বন্ধু আছে এরকমই বুদ্ধি প্রতিবন্ধী,আয়র ইগ্গা বন্ধু আছে এরকমই বুদ্ধি প্রতিবন্ধী।,
আমরা এই সমাজে বসবাস করি যেখানে জন্মদাতা পিতা কে ধরে পেটের ছেলে পেটাইআমাদের কি মনে হয় না এই সমাজের এখন অন্তত পরিবর্তন দরকার,আয়র এই সমাজে বসবাস করি যেরটে জন্মদাতা পিতা রে ধরি হেটের হালা পেটাইআমগোর কি মনে হয় না এই সমাজের এখন অন্তত পরিবর্তন দরকার।,
আমরা একর জমি দরকার নেই আমদের মসজিদ ছিল থাকবে এর বিচার আল্লাহ করবেন,আয়র একর জমি দরকার নেই আমগোর মসজিদ ছিল থাইকবে এর বিচার আল্লাহ কইরবেন।,
আমার ও খুব প্রিয় মিজানুর রহমান আজহারির।,আয়র ও মেলা প্রিয় মিজানুর রহমান আজহারির।,
আমার কলিজার টুকরা খাজা বাবা যিনি আজমীরে শুয়ে আছেন।।।।।,আয়র কলিজার টুকরা খাজা বাবা যিনি আজমীরে হুতি আছে।,
আমার গায়ের রক্ত টকবগিয়ে উঠেছে,আয়র গায়ের রক্ত টকবগিয়ে উঠেছে।,
আমর দের বাবরি মসজিদ আমাদের থাকবে ইনশাআল্লাহ,আয়র গো বাবরি মসজিদ আমগোর থাইকবে ইনশাআল্লাহ।,
আমার চাই অপু ওশাকিব আবারো এক হুক,আয়র চাই অপু ওশাকিব আবারো এক হুক।,
আমার চোখে পানি চলে আসছেকিছু বলতে পারছিনা,আয়র চোখে হানি চলি আসছেকিছু কইতে হরিয়ের না।,
আমার দেখামতে মিরপুর মাজারে বেশি গাজা খাওয়া হয়ে,আয়র দেইখতাম মিরপুর মাজারে বেশি গাজা খাওয়ন হয়।,
আমার নাম জসীম আমি একজন ভালো ভনদু চাই টাকার বিনিময় করা জায় বন দুহওয়া জায় না এটা আমার নাবার,আয়র নাম জসীম আই একজন ভালো ভনদু চাই টাকার বিনিময় করা জায় বন দুহওয়া জায় না এটা আয়র নাবার।,
আমার নামে থানাই কোনো কেস নেই কিন্তূ একে সামনে পেলে আমার নামে থানাই কেস হয়ে যাবে,আয়র নামে থানাই কোনো কেস নাই কিন্তূ একে সামনে হেলে আয়র নামে থানাই কেস হয়ে যাবে।,
আমার পক্ষ থেকে ওদের জন্য শুভ কামনা রইল আশা করব ওরা ভালো থাকুক,আয়র পক্ষ থেকে ওদের জন্য শুভ কামনা রইল আশা করি ওরা ভালা থাকুক।,
আমার প্রশ্ন হলমানুষ শিক্ষা দীক্ষা নিয়েও মাতাল অমানুষ হিসেবে জীবন যাপন করে থাকে,আয়র প্রশ্ন হলমানুষ শিক্ষা দীক্ষা নিয়েও মাতাল অমানুষ হিসেবে জীবন যাপন করি থাকে।,
আমার প্রিয় মানুষ,আয়র প্রিয় মানুষ।,
আমার বস সাকিব খানকে ছারা ছবি বানালে দেখবোনা সাকিব ভাইতুমি এগিয়ে যাও আমরা তুমার সাথে আছি,আয়র বস সাকিব খানকে ছারা ছবি বানাইলে দেখতানন সাকিব ভাইতুমি এগিয়ে যাও আন্ডা তুমার সাথে আছি।,
আমার বাড়ী আসাম আমি আসাম থেকে বলছি মিজানুর রহমান আজাহারী ওয়াজ খুব ভালো লাগে,আয়র বাড়ী আসাম আই আসাম থেকে কইছি মিজানুর রহমান আজাহারী ওয়াজ মেলা ভালা লাগে।,
আমার বাবরি মসজিদ চাই,আয়র বাবরি মসজিদ চাই।,
আমার মত কে কে কমেন্ট পড়তে আসছেন নারা চারা দেন,আয়র মত কে কে কমেন্ট হড়তে আইছেন নারা চারা দেন।,
আমার মতে সবচেয়ে সেরা মানুষ,আয়র মতে সবচেয়ে সেরা মানুষ।,
আমার শরীর এ আগুন ধরে গেছে ওরে পাইলে খুন কইরা জেলে যাওয়া লাগলে তাই যেতাম,আয়র শরীর এ আগুন ধরি গেছে ওরে হাইলে খুন করি জেলে যাওয়া লাইগবে হিরলাই যাইতাম।,
আমার সব চেয়ে প্রিয় আলেম হলেন মিজানুর রহমান আযহারী হুজুর?,আয়র সব চাইতে প্রিয় আলেম হলেন মিজানুর রহমান আযহারী হুজুর?,
আমার সিলেটি পুইরাইন কোব ভালা,আয়র সিলেটি পুইরাইন কোব ভালা।,
আমার হাত সুর সুর করছে কেলানর জন্য,আয়র হাত সুর সুর কইরছে কেলানর লাই।,
আমার হাতের কাছে যদি ওকে পাইতাম তাহলে মেরে ফেলতাম কত্তার বাচ্ছা,আয়র হাতের কাছে যদি হেতেরে হাইতাম তাইলে মারি হেলতাম কত্তার বাচ্ছা।,
আমাকে কেউ বা বিয়ে করতে রাজি হয় না কারন আমি প্রবাসি তাই আমি নিয়ত করচি যে আমার দেশের মেয়ে চাকরি করার জন্য বিদেশ তাকে তাদের বিয়া করবো কল মি ইমু,আয়রে কেউ বা বিয়ে কইরতে রাজি হয় না কারন আই প্রবাসি তাই আই নিয়ত করচি যে আয়র দেশের মাইয়া চাকরি করার লাই বিদেশ তাকে তাদের বিয়া করমু কল মি ইমু।,
আমার বাবা দুনিয়াতে থেকে চলে গেছেন না পেরার দেশে আমি বুজি বাবা কি জিনিস বাবা বেচে থাকলে বাবাকে মাথায় করে রাখতাম আর সামান্য একটা মিষ্টি জন্য বাবাকে মারলো,আযার বাবা দুনিয়াতে থেকে চলি গেছেন না পেরার দেশে আই বুজি বাবা কি জিনিস বাবা বেচে থাইকলে বাবারে মাথায় করে রাইখতাম আর সামান্য একটা মিষ্টি জন্য বাবাকে মারলো।,
আমার হয়ে প্রতিবাদ করে আরো কত গুন,আর অই হতিবাদ করে আরো কত গুন,
আমার অনেক খারাপ লাগছে,আর অনেক খারাপ লাইগছে,
আমার অনেক ভালো লাগে,আর অনেক ভালো লাগে,
আমার অনেক দিন আগে একবার বিয়ে হয়েছিল,আর অনেকদিন আগে একবার বিয়া অইছিলো,
আর অবশেষে ফলোয়ার হারানোর ভয়ে পোস্ট খানা সেরেই ফেললেন স্যার। সব ই দেখি এক গোয়ালের গরু ���,আর অবশেষে ফলোয়ার হারাইবার ডরে পোস্ট গা সরাই হালাইছেন  স্যার। বেগ্গিন ই দেখি এক গোয়ালের গরু।,
আমার অসুস্থতার কারণে আমার এক বছর গ্যাপ গিয়েছে,আর অসুস্থতার কারণে আই ওকগা বছর গ্যাপ গেছে,
আমার পথম থেকে সন্দেহ এই মাগির কথা বলার দরন দেখে৷ এই মাগির চোখ দেখে বুজা যায় এক পুরুষে সন্তুষ্ট নয়,আর আগের তুন সন্দেহ এই মাগির কতা বলার দরন দেখি৷ এই মাগির চোখ দেখি বুজা যায় এক পুরুষে সন্তুষ্ট নয় ৷ ,
আমার আপন লোক গুলোই এমন,আর আপন লোকগুলোই এরুম,
আমার আব্বু আগে নেশায় আসক্ত ছিল,আর আব্বা আগে নেশাত আসক্ত আছিলো,
আমার আব্বু বিদেশে থাকে,আর আব্বা বিদ্যেসে থ্যায়,
আমার আব্বু যে এত খারাপ কখনো ফুলের টোকাও দেয় নাই,আর আব্বা যে এত খারাপ কওনো ওকগা হুলের টোয়াও দেয় ন,
আমার আম্মু আমাকে নিয়ে পার্কে ঘুরতে যাবে,আর আম্মা আমারে নিয়ে পার্কে ঘুরতে গেছে,
আমার আর বাঁচতে ইচ্ছে করেনা জানেন,আর আর বাইচতে মন চায়না জানেন নি,
আমার আট মাসের একটা ছেলে বাবু আছে,আর আশটে মাসের ওকগা হোলা বাবু আছে,
আর এক জন ক্রিকেট খেলোয়াড়দের যে মুল্য তা কোন নায়ক নায়িকা জীবনেও পাবে না ওদের পায়ের কাছে যাবারও যোগ্যতা নেই নায়ক নায়িকাদের ঠিক আছে,আর ইগ্গা ক্রিকেট খেলোয়াড়ের যে দাম হেটা কোনো নায়ক নাইকার জীবনেও হাইতোনো হেগুনের বৈরের কাছে যাইবার ও যোগ্যতা নাই। নায়ক নাইকার গোর ঠিক আছে।,
আমার স্ত্রী একদিনও সময়মতো টেবিলে খাবার দিতে পারে না অনেক সময় বাইরে গিয়ে নাস্তা করি,আর ইস্ত্রী ওকগা দিনও সময়মতো টেবিলে খাওন দিতে হারে না অনেক সময় বাইরে যাইয়া নাস্তা করি,
আমার একটাই কথা ছেলে মানুষের কাছে কিসের প্রয়োজন থাকতে পারে,আর এককান এ কতা হোলা মানুষ এর কাছে কিয়ের দরকার থাইকতাম হারে,
আমার একটি বিড়াল আছে,আর এককান বিলাই আছে,
আমার একটুও কষ্ট হচ্ছে না,আর এককানাও কষ্ট অইতেছে না,
আর এবছর সে বিশাল করে সারপ্রাইজ দিয়েছে আমাকে,আর এবছর হেতে বিশাল করি সারপ্রাইজ দিছে আরে,
আর কত ছুটি কাটাবো,আর কত ছুডি কাডাইয়ুম,
আর কে বাকি আছে।,আর কনে বাকি আছে?,
আমার কফি বেশি পছন্দ,আর কফি বেশি হছন্দ,
"আর কাওকে পেলো না হিজড়া jaky, souvik দের নিয়ে natok বানিয়েছে. Tisarনামটা দেখে প্লে করছিলাম. কিন্তু হিজড়া, আবাল চোদাদের দেখে মেজাজ খারাপ হয়ে গেলো। play করাটা ভুল হলো","আর কাওরে পাইলন না হালা হিজদা জেকি, সৌভিক গো নিয়া নাটক বানাইসে। তৃষার নামড়া দেখি প্লে কইচি হিজডা আবাল ছোদা দেখি মেজাজদাই খারাপ হই গেছে, প্লে করাই ভুল হইচে ।",
আমার কাছে আরও সময় চাইতো,আর কাছে আরও সময় চাইতো,
