Standard_Bangla,dialect_speech,English_translation
আমার আব্বু প্রতিদিন নারিকেল পানি পান করে,আমার আব্বা প্রত্যেকদিন নাইরকেল পানি খায়,
আমার বাবা বেচে নেই,আমার আব্বা বাইচ্চা নেই,My father is not alive
আমার আব্বু বাজার থেকে আমাদের জন্য তেঁতুল কিনে এনেছে,আমার আব্বা বাজারতে আমরার লাইজ্ঞা তেঁতুল কিন্না আনসে,
আমার আব্বু বিদেশ থাকে,আমার আব্বা বিদেশ থাহে,
আমার আব্বু বিদেশে থাকে,আমার আব্বা বিদেশে থাহে,My father lives abroad
আমার আব্বু বড় ভাইয়ের উপর রেগে গেছিলেন,আমার আব্বা বড় ভাইয়ের উপর রাইজ্ঞা গেসিল,
আমার আব্বু যে এত খারাপ কখনো ফুলের টোকাও দেয় নাই,আমার আব্বা যে এত খারাপ কহনো ফুলের টোকাও দেয় নাই,My father who is so bad has never touched a flower
আমার আব্বু রাজি ছিল না তবুও আমি আর আম্মু জোর বিয়ে করাই,আমার আব্বা রাজি আসিল না তবুও আমি আর আম্মা জোর বিয়ে করায়,"My father did not agree, but I forced my mother and I to get married"
আমার আব্বু লাউ দিয়ে চিংড়ি মাছের ঝোল খুব পছন্দ করে,আমার আব্বা লাউ দিয়া চিংড়ি মাছের ঝোল আমার মেলা পসন্দ করে,
আমার আব্বুর মাথা গরম থাকে,আমার আব্বার মাথা গরম থাহে,
আমার আব্বুর খুব গরম লাগছে,আমার আব্বার মেলা গরম লাগতাসে,
আমার আম্মু আজক শশার তরকারি রান্না করেছে,আমার আম্মা আইজকে শশার তরকারি রানসে,
আমার আম্মু আসছে আমাদের বাসায় ৬ মাস পরে,আমার আম্মা আইসে আমরার বাসায় ৬ মাস পরে,My mom is coming to our house after 6 months
আমার আম্মু আগের তুলনায় এখন অনেক ভালো আছেন,আমার আম্মা আগের তুলনায় এহন অনেক ভালা আসে,
আমার আম্মু আমার পড়াশোনার খরচ দিতে চায় না,আমার আম্মা আমার পড়াশুনার খরচ দিতে চায় না,
আমার আম্মু আমাকে নিয়ে পার্কে ঘুরতে যাবে,আমার আম্মা আমারে নিয়া পার্কে ঘুরতে যাইব,My mom will take me for a walk in the park
আমার আম্মু আমাকে সবার সামনে মারতে মারতে বাসায় নিয়ে আসে,আমার আম্মা আমারে বেহের  সামনে মারতে মারতে বাসায় নিয়া আয়,
আমার আম্মু বলেছে প্রতিদিন তেতুল খেলে আমার শরীরের রক্ত পানি হয়ে যাবে,আমার আম্মা কইসে প্রত্যেকদিন তেতুল খাইলে আমার শরীরের রক্ত পানি হয়া যাইব,
আমার আম্মু বলে যে তেঁতুল খেলে আমার বুদ্ধি কমে যাবে,আমার আম্মা কয় যে তেঁতুল  খাইলে  আমার বুদ্ধি কইম্মা যাইব,
আমার আম্মু জামরুল খাচ্ছে,আমার আম্মা জামরুল খাইতাসে,
আমার আম্মু বৃষ্টি হলেও বারান্দার গাছে পানি দেয়,আমার আম্মা বৃষ্টি হইলেও বারান্দার গাছে পানি দেয়,
আমার আম্মু সব সময় বেশ হাসি খুশি থাকে,আমার আম্মা বেগ সময় বেশ হাসি খুশি থাহে,
আমার আম্মুর সাথে ঝগড়া করে আমার ভাইয়ের বউ,আমার আম্মার লগে ঝগড়া কইরা আমার ভাইয়ের বউ,My brother's wife quarreled with my mother
আমার আম্মু অনেক ভালো রান্না করে,আমার আম্মু অনেক ভালা রান্না করে,
আমার আর আমার স্বপ্নটা যে কবে পূরণ হবে,আমার আর আমার স্বপ্নডা যে কবে পূরণ হইব,
আমার আর বাঁচতে ইচ্ছে করেনা জানেন,আমার আর বাঁচতে ইচ্ছা করেনা জানেন,You know I don't want to live anymore
আমার আকাশী রং পছন্দ,আমার আসমানী রং পসন্দ,
আমার ইচ্ছা আমি ভাব্বো,আমার ইচ্ছা আমি ভাব্বাম,
আমার ইচ্ছা আমি ভাব্বো ,আমার ইচ্ছা আমি ভাব্বাম ,I wish I thought
আমার  বিদ্যালয়ে  অনেক বন্ধু আছে,আমার ইস্কুলে অনেক বন্ধু আসে,I have many friends at school
আমার স্কুলে কোনো খেলার মাঠ নেই,আমার ইস্কুলে কোন খেলার মাঠ নাই,
আমার বিদ্যালয়ে  যেতে অনেক ভাল লাগে,আমার ইস্কুলে যাইতে অনেক ভালা লাগে,I like going to school very much
আমার বিদ্যালয়ে যেতে ভাল লাগে না,আমার ইস্কুলে যাইতে ভালা লাগেনা,
আমার এই ঘটনার মূল ষড়যন্ত্রকারী তারেক রহমান।,আমার এই ঘটনার মূল ষড়যন্ত্রকারী তারেক রহমান।,
আমার এই মন তোমাকে দিলাম,আমার এই মন তোমারে দিলাম,
আমার এসব আর একটুও ভালো লাগছে না,আমার এইসব আর একটুও ভালা লাগতাসে না,I don't like it at all
আমার একটি বিড়াল আছে,আমার একটা বিলাই আসে,I have a cat
আমার একটাই কথা ছেলে মানুষের কাছে কিসের প্রয়োজন থাকতে পারে,আমার একটাই কথা ছেলে মানুষের কাসে কিসের প্রয়োজন থাকতে ফারে,All I can say is what a boy could need
আমার একটুও কষ্ট হচ্ছে না,আমার একটুও কষ্ট হইতাসে না,I am not suffering at all
আমার একদমই ভালো লাগে না ,আমার একদমই ভালা লাগে না,I don't like it at all
আমার একদমই ভালো লাগে না,আমার এক্কেরেই ভালা লাগেনা,
আমার এখন তোমাকে ভাল লাগে,আমার এহন তুমারে ভালা লাগে,
আমার এখন পড়ালেখা করা উচিত,আমার এহন পড়ালেহা করন উচিত,
আমার এখন বইটা লাগবে নাহ,আমার এহন বইডা লাগতোনা,
আমার কবুতর পছন্দ,আমার কইতর পসন্দ,
আমার কথা বুঝিস তুই,আমার কতা বুজতারোস তুই?,
আমার কথা বুঝিস তুই,আমার কতা বুজোস তুই?,
আমার কপাল ভাল,আমার কফাল ভালা,
আমার কফি বেশি পছন্দ ,আমার কফি বেশি পসন্দ,I prefer coffee
আমার কমলা রং পছন্দ,আমার কমলা রং পসন্দ,
আমার কখনো মনে হয় নি আমি কেন ছোট হবো,আমার কহনো মনে হয় নাই আমি কেন ছোট হবো,I never thought why I would be small
আমার কাছে ধরা পড়ার পরেও স্বীকার না করে উল্টা আমার গায়ে হাত তুলে,আমার কাছে ধরা পড়ার পরেও স্বীকার না করে উল্টা আমার গায়ে হাত তুলে,"Even after being caught by me, Ulta raised her hand on me without admitting it"
আমার কাবিনের টাকা তোমাকে প্রতি মাসে মাসে দিতে হবে,আমার কাবিনের টাকা তোমারে প্রতি মাসে মাসে দিতে হইব,
আমার কাজ ও ব্যস্ততা বাড়ছে,আমার কাম আর ব্যস্ততা বাড়সে,My work and busyness is increasing
আমার কাজ আছে,আমার কাম আসে,
আমার গতকাল প্রচণ্ড মাথা ব্যথা করছিলো,আমার কালকে প্রচণ্ড মাথা ব্যথা করতাসিল,
আমার কালো জামা আছে,আমার কালা জামা আসে,I have a black dress
আমার কালো জামা নাই ,আমার কালা জামা নাই,I don't have black clothes
আমার কালো রং পছন্দ,আমার কালা রং পসন্দ,
আমার কাছে আরও সময় চাইতো,আমার কাসে আরও সময় চাইতো,I wish I had more time
আমার কিন্তু সোভিয়েত দেশ ভালো লাগত,আমার কিন্তু সোভিয়েত দেশ ভালা লাগত,But I liked the Soviet country
আমার কিছু খেতে ভালো লাগে,আমার কিসু খাইতে ভালা লাগে,
আমার কিছু খেতে ভালো লাগে না,আমার কিসু খাইতে ভালা লাগে না,
আমার কিছু ভালো লাগে,আমার কিসু ভালা লাগে,
আমার কিছু ভালো লাগে না,আমার কিসু ভালা লাগে না,
আমার কোনো বন্ধু নেই ,আমার কোন বন্ধু নাই,I don't have any friends
আমার কোন ভাই নেই আমি বড় মেয়ে,আমার কোন ভাই নাই আমি বড় মাইয়া,"I have no brother, I am the eldest daughter"
আমার কোলে এসে শিশুটি তার মাকে খোঁজে মনে হয়,আমার কোলে আয়া আবুডা হের মারে খোঁজে মনে হয়,
আমার ক্ষুধা লাগে নি,আমার ক্ষুধা লাগসে না,
আমার খেতে ভালো লাগে,আমার খাইতে ভালা লাগে,
আমার খেতে ভালো লাগে না,আমার খাইতে ভালা লাগে না,
আমার খারাপ লাগছে,আমার খারাপ লাগতাসে,
আমার খালামুনির দুইটা ছেলে আছে,আমার খালামুনির দুইটা ছেড়া আসে,My uncle has two sons
আমার খালামুনির বিয়ে হইছে ২০১৫তে,আমার খালামুনির বিয়ে হইছে ২০১৫তে,My cousin got married in 2015
আমার খালার বাসাতে ফেরা কি ঠিক হবে,আমার খালার বাসাতে ফিরা কি ঠিক হইব,Will it be okay to go back to my aunt's house?
আমার খিদে পাচ্ছে,আমার খিদা পাইতাসে,I'm getting hungry
আমার খিদে পেয়েছে,আমার খিদা পাইসে,
"আমার খুব মন খারাপ হচ্ছে।
অমানবিক!","আমার খুব মন খারাপ হইতাছে, অমানবিক!",
আমার খয়েরি রং পছন্দ,আমার খয়রি রং পসন্দ,
আমার গাও পাছে বোম মাইরা দিছে,আমার গাও পাছে বোম মাইরা দিছে,
আমার গাড়ির রঙ হলো লাল,আমার গাড়ির রঙ হইলো লাল,My car color is red
আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পছন্দ না,আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পসন্দ না,I don't like the job of defense of my girlfriend's family
আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর,আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর,My girlfriend is 19 years old
আমার গাড়িটা গতকাল চুরি হয়ে গেছে,আমার গাড়িডা কাইলকা চুরি হইয়া গেসে,
আমার গাডির রঙ লাল,আমার গাড়ির রং লাল,
আমার গোলাপি রং পছন্দ,আমার গুলাপি রং পসন্দ,
আমার গ্রামের বাড়ীর উঠান অনেক বড়,আমার গ্রামের বাড়ীর উঠান মেলা বড়,
আমার গ্রামের মানুষদের মধ্যে কোন রকম ঝগড়া নেই,আমার গ্রামের মানুষরার মধ্যে কোন রকম ঝগড়া নাই,
আমার বাসার কাজের মেয়েটি এখন ভাল মত কাজ করে নাহ,আমার ঘরের কামের ছেড়িটা এখন ভাল মত কাম করে নাহ,My maid is not doing well now
আমার বাসার কাজের মেয়েটি দুইদিন ধরে পলাতক,আমার ঘরের কামের ছেড়িটা দুইদিন ধইরা পালাইছে,My house maid is absconding for two days
আমার ঘুরতে অনেক ভালো লাগে,আমার ঘুরতে মেলা ভালা লাগে,
আমার ঘড়ীটা খুজে পাচ্ছি না ,আমার ঘড়ীটা খুইজ্জা পাইতাসি না,I can't find my watch
আমার চাচা বিদেশ থেকে গতকাল বাংলাদেশে এসেছে,আমার চাচা বিদেশ থাইক্কা কালকে বাংলাদেশে আইসে,
আমার চাচা শ্বশুর সবাই আলহামদুলিল্লাহ নিজেদের বাড়ি গাড়ি করে ফেলেছেন,আমার চাচা শ্বশুর বেহেই আলহামদুলিল্লাহ নিজেরার বাড়ি গাড়ি কইরা ফালাইসেন,"Alhamdulillah, my uncle and in-laws have all driven home"
আমার ছোট বোন বিদ্যালয়ে  যেতে চায় না,আমার ছোট বইন ইস্কুলে যাইতে চায় না,My younger sister doesn't want to go to school
আমার ছোট বোন একটি বিদ্যালয়ে পড়ে,আমার ছোট বইন একটা ইস্কুলে পড়ে,
আমার ছোট বোন কেমন যেন শান্ত হয়ে গেছে,আমার ছোট বইন কেমন যেন শান্ত হয়া গেসে,
আমার ছোট বোন খুবই বোকা,আমার ছোট বইন খুবই বোকা,
আমার ছোট বোন নাচতে পারে,আমার ছোট বইন নাচতে পারে,
আমার ছোট বোনকে আজকে সকালে হাসপাতালে নেয়া হয়েছে,আমার ছোট বইনরে আইজকে সহালে হাসপাতালে নেয়া হইসে,
আমার ছোট বোনের গরম লাগছে,আমার ছোট বইনের গরম লাগতাসে,
আমার ছোট ভাই বিদ্যালয়ে গিয়ে বন্ধুদের সাথে গল্প করে,আমার ছোট ভাই ইস্কুলে  গিয়া বন্ধুরার লগে গল্প করে,
আমার ছোট ভাই বিদ্যালয়ে যেতে চায় না,আমার ছোট ভাই ইস্কুলে  যাইতে চায় না,
আমার ছোট ভাই শিমের তরকারী দিয়ে ভাত খেতে খুব ভালবাসে,আমার ছোট ভাই উশশির সালুন দিয়া ভাত খাইতে মেলা ভালবাসে,
আমার ছোট ভাই একটি বিদ্যালয়ে পড়ালেখা করে,আমার ছোট ভাই একটা ইস্কুলে পড়ালেহা করে,
আমার ছোট ভাই একদমই পড়ালেখা করতে চায় না,আমার ছোট ভাই এক্কেরেই পড়ালেহা করতে চায় না,
আমার ছোট ভাই বিকালে ছাদে উঠে পাশের বাসার ছাদের কবুতর দেখে,আমার ছোট ভাই বিকালে ছাদে উইত্থা পাশের বাসার ছাদের কবুতর দেহে,
আমার ছোট ভাইটি মুরগির মাংস খেতে খুব ভালোবাসে,আমার ছোট ভাইডা মুরগির মাংস খাইতে খুব ভালবাসে,My younger brother loves to eat chicken
আমার ছোট ভাইয়ের প্রিয় ফল হলো জামরুল,আমার ছোট ভাইয়ের প্রিয় ফল হইলো জামরুল,
আমার ছোট ভাইয়ের বিদ্যালয়ে গিয়ে পড়ালেখা করতে ভাল লাগে না,আমার ছোট ভাইয়ের বিদ্যালয়ে গিয়ে পড়ালেখা করতে ভাল লাগে না,
আমার ছোটো বোন নানার বাড়ীতে ঘুরতে গিয়েছে,আমার ছোটো বোন নানার বাড়ীত ঘুরতে গেসে,My younger sister went to visit Nana's house
আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,আমার ছোডো ভাই দুই মাস বাদে বিদেশে পড়ালেহা করতে যাইব,My younger brother will go to study abroad after two months
আম্র জন্মদিন,আমার জন্মদিন,
আমার জরুরি কথা আছে,আমার জরুরি কতা আসে,
আমার স্বামী আমাদেরকে নিয়ে রাতের বেলা ঘুরতে বের হবে,আমার জামাই  আমারারে নিয়া রাইতের বেলা ঘুরতে বাইর হইব,
আমার স্বামী আমার কথা শুনে রাগে হাসপাতাল থেকে বের হয়ে গেছে,আমার জামাই আমার কথা হুইন্না রাগে হাসপাতাল থাইক্কা বাইর হয়া গেসে,My husband stormed out of the hospital after hearing me
আমার স্বামী আমার সাথে আসেনি,আমার জামাই আমার লগে আয়নাই,My husband did not come with me
আমার স্বামী আমাকে খুব ভালোবাসে,আমার জামাই আমারে মেলা ভালবাসে,My husband loves me very much
আমার স্বামী এবং তার বাড়ির লোকজন কোনভাবেই রাজি না,আমার জামাই আর হের বাড়ির লোকজন কোনভাবেই রাজি না,My husband and his family do not agree at all
আমার স্বামী এসব নিয়ে কিছু বলতে গেলে উনি মনে করেন বউ ছেলের হয়ে গেছে,আমার জামাই এসব নিয়া কিসু কইতে গেলে হেয় মনে করেন বউ পোলার হয়া গেসে,"When my husband says something about these things, he thinks that his wife has become his son"
আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,আমার জামাই নিজ পসন্দে আমারে বিয়া করসে,My husband married me out of his own choice
আমার স্বামী পর পর ৩ বছর আমার জন্মদিন মনেও রাখে নি,আমার জামাই পর পর ৩ বছর আমার জন্মদিন মনেও রাহে নাই,My husband didn't even remember my birthday for 3 years straight
আমার স্বামী বাসায় কিছু আনলে সবার জন্য নিয়ে আসেন,আমার জামাই বাসায় কিসু আনলে সবার লাইজ্ঞা নিয়া আসেন,"When my husband brings something home, he brings it for everyone"
আমার স্বামী বাসায় ফিরলেই আমার কোলে মাথা রাখে,আমার জামাই বাসায় ফিরলেই আমার কোলে মাথা রাখে,My husband puts his head on my lap when he comes home
আমার স্বামী বিভিন্ন মেয়ের সাথে সারা রাত জেগে কথা বলে,আমার জামাই বিভিন্ন মাইয়ার সাথে সারা রাত জাইজ্ঞা কথা কয়,My husband stays up all night talking to different girls
আমার স্বামী ভালো অনেক,আমার জামাই ভালা মেলা,My husband is very good
আমার স্বামী মদ খায় রাতের পর রাত বন্ধুদের সাথে আড্ডা দেয়,আমার জামাই মদ খায় রাতের পর রাত বন্ধুরার সাথে আড্ডা দেয়,My husband drinks alcohol and hangs out with friends night after night
আমার স্বামী রাতে বন্ধুদের সাথে আড্ডা দেয়,আমার জামাই রাইতে বন্ধুরার লগে আড্ডা দেয়,
আমার স্বামী সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমি এরকম কিছু করছি না,আমার জামাই সবাইরে বুঝায়া বঝায়া ক্লান্ত যে আমি এরকম কিসু করতাসি না,My husband is tired of explaining to everyone that I am not doing such a thing
আমার স্বামী হাসপাতাল এসেছে আমার বাবাকে দেখতে নয় আমাকে নিতে,আমার জামাই হাসপাতাল আইসে আমার আব্বারে দেখতে না আমারে নিতে,My husband came to the hospital not to see my father but to pick me up
আমার স্বামী ৩ বছর ধরে বিদেশে আছেন,আমার জামাই ৩ বছর ধইরা বিদেশে আসেন,My husband is abroad for 3 years
আমার স্বামীকে আমি খুব ভালোবাসি,আমার জামাইরে আমি মেলা ভালবাসি,
"আমার স্বামীর একটা সমস্যা আছে ,ও একটু চিল্লায় কথা বলে","আমার জামাইয়ের একটা সমস্যা আসে ,ওয় একটু চিল্লায় কথা কয়","My husband has a problem, he speaks a little slurred"
আমার স্বামীর সবকিছুতে উনি দোষ দেখেন,আমার জামাইয়ের বেগকিসুতে হেয় দোষ দেহে,My husband finds fault in everything
আমার জীবন আমি তোমাকে নিয়ে বাঁচার জন্য দিব,আমার জীবন আমি তোমারে নিয়া বাঁচার লাইজ্ঞা দিয়াম,
আমার জীবনে কেউ নেই তুমি ছাড়া,আমার জীবনে কেউ নাই তুমি ছাড়া,There is no one in my life except you
আমার জীবনে কোন স্বপ্ন নেই তুমি ছাড়া,আমার জীবনে কোন স্বপ্ন নাই তুমি ছাড়া,I have no dreams in my life without you
আমার জীবনের আলো,আমার জীবনের আলো,
আমার টাকা নাই,আমার টেহা নাই,I don't have money
আমার ঠান্ডা লেগেছে,আমার ঠান্ডা লাগসে,I have a cold
আমার তো একটা হাত খরচ লাগে তাও সে দেয়না,আমার তো একটা হাত খরচ লাগে তাও হেয় দেয়না,He doesn't even pay me a hand
আমার তো মনে হয় মেয়েদের একাধিক ডেট করা উচিত,আমার তো মনে হয় মাইয়ারার একাধিক ডেট করন উচিত,I think girls should have multiple dates
আমার দাঁত অনেক ব্যথা  করছে,আমার দাঁত মেলা ব্যথা করতাসে,My tooth hurts a lot
আমার দাদা চুলে সরিষার তেল দেয়,আমার দাদা চুলে সইরষার তেল দেয়,
আমার দাদার বাড়ীর পিছনে একটি পেয়ারা গাছ আছে,আমার দাদার বাড়ীর পিসনে একটা পেয়ারা গাছ আসে,
আমার দাদাকেও আসামী দিয়েন উনি ১৫ বছর আগে মারা গেছেন,আমার দাদারেও আসামী দিয়েন হেইলা ১৫ বছর আগে মারা গেছে,
আমার দিকে তাকিয়ে একটি মেয়ে বলল,আমার দিকে তাকায়া একটা মাইয়া কইল,A girl looked at me and said
"আমার দিকে তো আর তাকাও না, চোখ থাকে অন্য মেয়েদের দিকে","আমার দিকে তো আর তাকাও না, চোখ থাকে অন্য মাইয়ারার দিকে!","Don't look at me anymore, eyes are on other girls"
আমার দুচোখ কিছু খোজেনা তোমায় ছাড়া,আমার দুই চোখ কিসু খুজেনা তোমারে ছাড়া,My eyes are looking for nothing but you
আমার দুই বিয়ে হয়েছে,আমার দুই বিয়া হইসে,I have two marriages
আমার দুইটি বাবু আছে,আমার দুইটা আবু আসে,
আমার দুইদিন ধরে সর্দি কাশি,আমার দুইদিন ধইরা সর্দি কাশি,I have a cold and cough for two days
আমার দুইদিন পরে বিয়ে হবে,আমার দুইদিন বাদে বিয়া হইব,
আমার দেখা সব চাইতে ভালো কাজ আল্লাহ কবুল করুক,আমার দেখা সবথেকে ভালো কাজ—আল্লাহ কবুল করুক।,
"আমার দ্বিতীয়  বিয়ে নিয়ে আমার নিজের কাকারা, মামারা খোঁচা মেরে কথা বলে","আমার দ্বিতীয় বিয়া নিয়া আমার নিজের কাক্কারা, মামারা খোঁচা মাইরা কথা কয়","My own cousins, uncles talk about my second marriage"
আমার ধূসর রং পছন্দ,আমার ধূসর রং পসন্দ,
আমার নানা অসুস্থ,আমার নানা অসুস্থ,
আমার নানা অসুস্থ ,আমার নানা অসুস্থ ,My grandmother is sick
আমার নানা বলেছে সরিষার তেল চুল পড়া কমায়,আমার নানা কইসে সইরষার তেল চুল পড়া কমায়,
আমার নানা সুস্থ,আমার নানা সুস্থ,My grandmother is healthy
আমার নাম আছে কি না আল্লাহ ভালো জানে,আমার নাম আছে নাকি আল্লাহ বালা জানে,
আমার নাম আরিফ,আমার নাম আরিফ,
আমার নাম নয়ন।,আমার নাম নয়ন,
আমার নীল আকাশ দেখতে অনেক ভালো লাগে,আমার নীল আকাশ দেখতে অনেক ভালা লাগে,I love to see the blue sky
আমার নীল রং পছন্দ,আমার নীল রং পসন্দ,
আমার নৌকায় ঘুরতে অনেক ভালো লাগে,আমার নৌকাত ঘুরতে মেলা ভালা লাগে,
আমার নৌকায় ঘুরতে অনেক ভালো লাগে,আমার নৌকায় ঘুরতাম মেলা ভালো লাগে,I like to go on a boat
আমার পকেট মানি লাগবে,আমার পকেট মানি লাগব,
আমার পরিবার আজকে বিকালে তোমার পরিবারের সাথে কথা বলবে,আমার পরিবার আইজকে বিহালে তোমার পরিবারের লগে কথা কইব,
আমার পরিবার তোমাকে কোনদিনও মেনে নেবে না,আমার পরিবার তোমারে কোনদিনও মাইন্না নিত না,
আমার পরিবারে আমি,আমার পরিবারে আমি,
"আমার পরিবারে আমি  মা, বাবা এবং একটি ছোট্ট বোন","আমার পরিবারে আমি আম্মা, আব্বা আর একটা ছোট্ট বইন","In my family I have mother, father and a little sister"
আমার পরিবারে আমি মা বাবা,"আমার পরিবারে আমি,মা,বাবা",
আমার পরিবারে আমি মা বাবা এবং একটি ছোট বোন,"আমার পরিবারে আমি,মা,বাবা আর একটা ছুডো বইন",
আমার পরিবারে আমি মা বাবা এবং ছোট বোন,"আমার পরিবারে আমি,মা,বাবা আর ছুডো বইন",
আমার পরিবারে আমি মা বাবা এবং বোন,"আমার পরিবারে আমি,মা,বাবা আর বইন",
আমার পরিবারের অর্থনৈতিক অবস্থা বর্তমানে খুব খারাপ,আমার পরিবারের অর্থনৈতিক অবস্থা বর্তমানে মেলা খারাপ,My family's economic condition is very bad at present
আমার পরিবারের কথা বলতে চাই,আমার পরিবারের কতা কইতে চাই,
আমার পরিবারের সবাইকে নিয়ে আজেবাজে কথা বলে,আমার পরিবারের বেহেইরে নিয়া আজেবাজে কথা কয়,Talks nonsense about everyone in my family
আমার পরিবারের সবার সাথে ও কথা বলুক এটা চাই,আমার পরিবারের বেহের সাথে ও কথা কওক এইডা চাই,I want it to talk to all my family
আমার পরীক্ষা দিতে একদমই ভালো  লাগে না,আমার পরীক্ষা দিতে একদমই ভালা লাগে না,I don't like taking exams at all
আমার পছন্দ হয় এমন ছেলে আমার বাবা মায়ের পছন্দ হয় না,আমার পসন্দ হয় এমন ছেড়া  আমার বাপ মায়ের পসন্দ হয় না,
আমার পছন্দ হয় এমন মেয়ে তাদের পছন্দ হয় না,আমার পসন্দ হয় এমন মাইয়া তারার পসন্দ হয় না,
আমার পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,আমার পসন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,My favorite football player is Lionel Messi
আমার পছন্দের ফুটবল দল আর্জেন্টিনা,আমার পসন্দের ফুটবল দল আর্জেন্টিনা,My favorite football team is Argentina
আমার পা ব্যাথা করছে,আমার পা ব্যাথা করতাসে,My feet hurt
আমার পা ব্যথা,আমার পায়ে বেদনা,
আমার পা ব্যথা করছে,আমার পায়ে বেদনা করতাসে,
আমার পিছন কি,আমার পিছন দিয়া কিতা?,
আমার প্রতিদিন খেলাধুলা করতে ভালো লাগে,আমার প্রতিদিন খেলাধুলা করতে ভালা লাগে,
আমার প্রতিদিন পেয়ারা খেতে খুব ভালো লাগে,আমার প্রত্যেকদিন পেয়ারা খাইতে খুব ভালা লাগে,
আমার প্রথম বিয়ে আমাকে জোর করে দেয়,আমার প্রথম বিয়া আমারে জোর কইরা দেয়,My first marriage forced me
আমার প্রথম ভালোবাসার মানুষটা ছিলো ভুল,আমার প্রথম ভালোবাসার মানুষটা আসিল ভুল,My first love was wrong
আমার প্রশ্নের জবাব দিন,আমার প্রশ্নের উত্তর দেইন,
আমার প্রশ্নের জবাব দিন,আমার প্রশ্নের জবাব দেন,Answer my question
আমার প্রিয় ফল,আমার প্রিয় ফল,
আমার প্রিয় ফল আম,আমার প্রিয় ফল আম,
আমার প্রিয় লেখক হুমায়ুন আহমেদ,আমার প্রিয় লেখক হুমায়ুন আহমেদ,My favorite writer is Humayun Ahmed
আমার প্রিয় একটা বই হারিয়ে গেছে,আমার প্রিয় একটা বই হারায়া গেসে,I lost one of my favorite books
আমার প্রিয় সবজি টোমেটো ,আমার প্রিয় সবজি টোমেটো,My favorite vegetable is tomato
আমাকে পড়ালেখা করতে একদমই ভাল লাগে না,আমার পড়ালেহা করতে এক্কেরেই ভালালাগেনা,I don't like to study at all
আমার পড়ালেখা করতে ভালো লাগে নাহ,আমার পড়ালেহা করতে ভালা লাগে নাহ,
আমাকে পড়ালেখা করতে হবে,আমার পড়ালেহা করতে হইব,
আমার ফুফু চাচারাও আমাদের দেখতে পারত না,আমার ফুফু চাচারাও আমরারে দেখতে পারত না,Even my uncles and aunts could not see us
আমার ফুফু চাচারাও আমাকে অনেক ভালবাসে,আমার ফুফু চাচারাও আমারে মেলা ভালবাসে,
আমার ফেসবুক আইডিটা যদি চিড়িয়াখানা হতো,আমার ফেসবুক আইডিটা যদি চিড়িয়াখানা হইতো,If my Facebook ID was a zoo
আমার ফোন নম্বর ব্লক করে দেয়,আমার ফোন নম্বর ব্লক কইরা দেয়,
আমার ফোন নম্বর ব্লক করে দেয় ,আমার ফোন নম্বর ব্লক কইরা দেয় ,Block my phone number
আমার বই পরতে অনেক ভাল লাগে,আমার বই পড়তে মেলা ভালালাগে,
আমার বইটা কোথায়,আমার বইডা কই?,
আমার বোন অবিবাহিত,আমার বইন অবিবাহিত,My sister is single
আমার বোন আমার সাথে সব সময় থাকতে চায়,আমার বইন আমার সাথে বেগ সময় থাকতে চায়,
আমার বোন আমাকে অনেক ভালোবাসে,আমার বইন আমারে অনেক ভালবাসে,
আমার বোন ইদানীং অনেক খারাপ আচরন করে,আমার বইন ইদানীং মেলা খারাপ আচরন করে,
আমার বোন কেন এই পথে পা বাড়ালো জানাজানি হলে কিভাবে মুখ দেখাবো সেই চিন্তায় ঘুমাতে পারছি না,আমার বইন কেন এই পথে পা বাড়াইলো জানাজানি হইলে কেমনে মুখ দেহায়াম হেই চিন্তায় ঘুমাইতে পারতাসি না,I can't sleep worrying about how I will show my face if I find out why my sister took this path
আমার বোন গ্রামের বাড়ীতে গিয়ে পুকুরে গোসল করে,আমার বইন গ্রামের বাড়ীত গিয়া পুস্কুনিতে গোসল করে,
আমার বোন তার বন্ধুর সাথে ঘুরতে যেতে চায়,আমার বইন হের বন্ধুর লগে ঘুরতে যাইতে চায়,
আমার বোনও চাইতো না কোনো ছাড়াছাড়িতে যেতে,আমার বইনও চাইতো না কোনো ছাড়াছাড়িতে যাইতে,My sister also did not want to go to any farewell party
আমার বোনকে কিভাবে এই পথ থেকে সরিয়ে আনবো কিছুই বুঝতে পারছি না,আমার বইনরে কেমনে এই পথ থাইক্কা সরায়া আনবাম কিসুই বুঝতে পারতাসি না,I don't know how to get my sister out of this way
