Standard_Bangla,dialect_speech,English_translation
আপনাকে দেখে অসুস্থ বলে মনে হচ্ছে,আফনেরে দেইক্ষা অসুস্থ বইল্লা মনে হইতাসে,You look sick
আপনাকে দেখে আমি দেখে থমকে দারিয়ে ছিলাম,আফনেরে দেইক্ষা আমি  থমকায়া খাড়ায়া আসিলাম,"I stopped and stood still, looking at you."
আপনাকে ভালোবাসি এই কথাটি বলা বাকি,আফনেরে ভালবাসি  এই কথাডা কওন বাকি,The words 'I love you' remain unsaid.
আপনাকে যদি জিভে পানি এনে দেবে এমন একটি ফলের নাম বলতে বলা হয় তাহলে আপনার মনে তেঁতুলের নাম আসবেই,আফনেরে যদি জিভে পানি আইন্না দিব এমন একটা ফলের নাম কইতে কওয়ন হয় তাইলে আফনের মনে তেঁতুলের নাম আইবই,"If you are asked to name a fruit that makes your tongue water, tamarind will come to mind"
"আফসোস! জিয়াউর রহমান সাহেবও হেলমেট পড়ে হামলা করছিল, এটা গোয়েন্দারা জানলো না!",আফসোস! জিয়াউর রহমান সাহেবও হেলমেট পইড়া হামলা করছিন। এডা গোয়েন্দারা জানলো না!,What a pity! The intelligence agencies didn't know that Ziaur Rahman himself was attacking while wearing a helmet!
"আফসোস,,,, কোন দেশে বাস করছি আমরা,,!!!","আফসোস,,,, কুন দেশো থাক্তাছি আমরা,,!!!","What a pity... the country we live in,!!!"
আপেল আমার পছন্দ,আফেল আমার পসন্দ,I like apples.
"আবার এটা ভারতে উল্টো চিত্র দেখা যেতো যদি তখন দোষ ভারত-বাংলাদেশ উভয় দেশেই হিন্দুদেরই হতো 
আর বাংলাদেশের হিন্দুরা কিছু না করেও দোষী হয়ে যতে যা লিটন দাশ এর মতো।","আবার এডা ভারতে উল্ডা চিত্র দেহা যাইতো, যদি তহন দোষ ভারত-বাংলাদেশ উভয় দেশোই হিন্দুগরই হইত, আর বাংলাদেশের হিন্দুরা কিছু না কইরাও দোষী হয়া যাইত যা লিটন দাশ এর মতো","It's ironic that a reverse situation could have unfolded in India where the blame would have fallen on Hindus in both India and Bangladesh. And the Bangladeshi Hindus would have been found guilty even without doing anything, much like Liton Das."
আবার দেখা হবে,আবার দেহা হইব,See you again
"আবারও বিএনপি, আবারও ঘটনা ভিন্ন খাতে নিয়ে প্রকৃত দোষিদের আড়াল করার চেষ্টা!!","আবারও বিএনপি, আবারও গটনা ভিন্ন খাতে নিয়া প্রকৃত দোষিগরে আড়াল করুনের চেষ্টা!!","Once again, the BNP is attempting to divert the incident and shield the real culprits!!"
"আবারো সেই পরিচিত ভাষণ,,
যে অবস্থা কিছু দিন পর যদি বাংলাদেশ খেলায় হেরে যায় তাও বলবে বিএনপি এর চক্রান্ত","আবারো হেই পরিচিত ভাষণ,, যে অবস্থা কিছু দিন পরে যদি বাংলাদেশ খেইলে হাইরা যায় তাও কইবো বিএনপি এর চক্রান্ত","Again, that familiar speech... They'll probably blame the BNP's conspiracy even if Bangladesh loses a game in the near future."
"আবাল মার্কা সাংবাদিক, আর আবাল মার্কা নিউজ।","আবাল মার্কা সাংবাদিক, আর আবাল মার্কা নিউজ।",Amateur journalists and amateur news.
আবাল্রা ভিডিও করছস যে ডিভাইস দিয়া সেটাও বিজ্ঞানেরই।,আবাল্রা ভিডিও করছস যে ডিভাইস দিয়া সেটাও বিজ্ঞানেরই।,The device you're using to record the video is also a product of science.
বাচ্চাটার জন্য খারাপ লাগছে কিন্তু এই আবেগ সকল বাচ্চার জন্য থাকা দরকার ছিলো।,আবু ডার লাইগ্যা খারাপ লাগতাছে কিন্তু এই আবেগ বেক বাচ্চার লাইগ্যা থাহা দরকার আছিন,"I feel bad for the child, but every child needs to experience these emotions."
একটি বিড়াল ছানাকে আদর করছে,আবুডা একটা বিলাইয়ের বাচ্চারে আদর করতাসে,A cat is petting a kitten.
শিশুটি একটি মুরগির বাচ্চা কলে নিয়েছে,আবুডা একটা মুরগির বাচ্চা কোলে নিসে,The child has taken a chick in its arms.
শিশুটির কিছু দিন ধরে সর্দি কাশি,আবুডার কিসু দিন ধইরা সর্দি কাশি,The child has had a cold and cough for a few days.
আবে হালায় কি রোবটম্যান নাকি? তোর গাও প্যাচাইয়া বোম মারলো আর তুই স্টিল দাড়াইয়া ডায়ালগ দিতাছো।।।হাহাহাহাহাহাহা,আবে হালায় কি রোবটম্যান নাকি? তোর গাও প্যাচাইয়া বোম মারলো আর তুই স্টিল দাড়াইয়া ডায়ালগ দিতাছো... হাহাহাহাহাহাহা,"Hey, are you a robot or something? You got your face blown to pieces and you're still standing here giving dialogue... Hahaha!"
আবেগ উতরাই উটছে কেন সোনা তোমাদের,আবেগ উতরাই উটছে কে সুনা তুমগর,"Why are the emotions rising, my dear ones?"
আবেগ প্রবন মানুষ খুব বোকা হয়ে থাকে,আবেগ প্রবন মানুষ মেলা বেক্কল হয়া থাকে,Emotional people are very stupid
আবেগের ঠেলায় সাংবাদিক তার পেছনে আইক্যাওলা বাঁশ ঢুকাইয়া দিছে,আবেগের ঠেলায় সাংবাদিক তার পেছনে আইক্যাওলা বাঁশ ঢুকাইয়া দিছে,"Overcome with emotion, the journalist has stuck a bamboo pole up his backside."
আবেগের ভালোবাসা কাউকে দেওয়া উচিত না,আবেগের ভালোবাসা কাউরে দেওয়ন উচিত না,One should not give their emotional love to just anyone.
বাবা অশিক্ষিত একটা ছেলের সাথে আমার বিয়ে দিতে চেয়েছিল,আব্বা অশিক্ষিত একটা ছেড়ার সাথে আমার বিয়া  দিতে চাইসিল,My father wanted to marry me off to an uneducated boy.
আব্বু আজকে সকালে বাজার থেকে টমেটো কিনে এনেছে,আব্বা আইজকে সহালে বাজার থাইক্কা টমেটো কিন্না আনসে,Dad brought tomatoes from the market this morning.
বাবা আমাদের সমস্ত সম্পত্তি বিক্রি করে আমাদের নিয়ে গ্রামের বাড়িতে চলে আসছে,আব্বা আমরার বেগ সম্পত্তি বেইচ্চা আমারারে নিয়া গ্রামের বাড়িত চইলা আইসে,Father is selling all our property and is moving us to our ancestral village home.
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বা আমার লাইজ্ঞা লাল জামা কিন্না আনসে,Dad bought a red dress for me
আব্বা আমাকে গতকাল একটা ছেলের সাথে দেখা করতে বলেছিল,আব্বা আমারে কালকে একটা ছেড়ার সাথে দেখা করতে কইসিন,Abba (Dad) told me to meet a boy yesterday.
বাবা একদিন কথায় কথায় মাকে বললেন,আব্বা একদিন কথায় কথায় মারে কইলেন,Father said to mother one day
আব্বু বলেছে গাছে অতিরিক্ত পানি দিলে গাছ মারা যায়,আব্বা কইসে গাছে অতিরিক্ত পানি দিলে গাছ মইরা যায়,Abbu said that overwatering the tree can kill it.
আব্বু বলেছে বৃষ্টি হলে বারান্দার গাছে পানি দেওয়ার প্রয়োজন নাই,আব্বা কইসে বৃষ্টি হইলে বারান্দার গাছে পানি দেওনের দরকার নাই,Abbu said there's no need to water the plants on the balcony if it rains.
বাবা কি করেন,আব্বা কিতা করেন,What does your father do?
বাবা খুব করে চাচ্ছিল যেন আমি বাসায় যাই,আব্বা খুব কইরা চাইতাসিল যেন আমি বাসাত যাই,Dad wanted me to go home
আব্বু গ্রাম থেকে আসার সময় অনেক বড় বড় জাম্বুরা কিনে এনেছে,আব্বা গ্রাম থাইক্কা আওনের সময় মেলা বড় বড় জাম্বুরা কিন্না আনসে,Abbu brought a lot of big pomelos when he came from the village.
আব্বু মান সন্মানের ভয়ে মামলা করেননি,আব্বা মান সন্মানের ভয়ে মামলা করে নাই,Abbu did not file a case out of respect for his honor.
আব্বু সারাদিন বাহিরে বাহিরে থাকত,আব্বা সারাদিন বাইরে বাইরে থাকত,Abbu used to stay outside all day
বাবার কাছে আমার মায়ের নামে অনেক উল্টা পল্টা কথা বলে,আব্বার কাসে আমার আম্মার নামে অনেক উল্টা পল্টা কথা কয়,My mother's name is spoken back and forth to my father
বাবার খোঁজখবর রাখার চেষ্টা করি সব সময়,আব্বার খোঁজখবর রাখার চেষ্টা করি বেগ সময়,I always try to keep track of my father
বাবার মুখের দিকে তাকিয়ে কেমন জানি একটা শূন্যতা অনুভব করলাম,আব্বার মুখের দিকে তাকায়া কেমন জানি একটা শূন্যতা অনুভব করলাম,"Looking at my father's face, I felt an emptiness"
বাবাকে হাসপাতালে দেখে খুব খারাপ লাগছে,আব্বারে হাসপাতালে দেইক্ষা মেলা খারাপ লাগসে,I am very sad to see my father in the hospital
আব্বু আমার জন্য কমলা জামা কিনে এনেছে,আব্বু আমার লেইগা কমলা জামা কিন্না আনসে,Dad bought an orange dress for me.
আব্বু আমার জন্য কালো জামা কিনে এনেছে,আব্বু আমার লেইগা কালা জামা কিন্না আনসে,Dad bought a black dress for me.
আব্বু আমার জন্য গোলাপি জামা কিনে এনেছে,আব্বু আমার লেইগা গুলাপি জামা কিন্না আনসে,My father bought a pink dress for me.
আব্বু আমার জন্য সবুজ জামা কিনে এনেছে,আব্বু আমার লেইগা সবুজ জামা কিন্না আনসে,My father has bought a green dress for me.
আম আমার প্রিয় ফল,আম আমার প্রিয় ফল,Mango is my favorite fruit
আম দিয়ে বানিয়ে ফেলতে পারেন শরবত,আম দিয়া বানায়া ফেলতে ফারেন শরবত,You can make sherbet with mangoes.
আম দিয়ে শরবত বানিয়ে খাও,আম দিয়া শরবত বানায়া খাও,Make and drink mango sherbet.
আম পাকে বৈশাখে কুল পাকে ফাগুনে,আম পাকে বৈশাখে কুল পাকে ফাগুনে,Mangoes ripen in Boishakhe and cools ripen in Phagun
"আমাদের এলাকার ব্যাংক শাখায় ৩ লাখের জন্যে গেলে চেহারার দিকে কিছুক্ষন তাকিয়ে থেকে বলে, বাও কালকে আসেন আজকে টাকা শর্ট।","আমগর এলাকার ব্যাংক শাখায় ৩ লাখের লাইজ্ঞা গেলে চেহারার দিকে কিছুক্ষন তাকায়া থাইক্কা বলে, বাও কালকে আইয়ুইন আজকে টেহা শর্ট।","When I went to the bank branch in our area to withdraw 3 lakh (300,000) rupees, they looked at me for a while and said, 'Come tomorrow, we are short on cash today.'"
"আমাদের সকলকেই এটা সবসময় খেয়াল রাখতে হবে যে, আমাদের একটা পরিবার আছে তাদের সামনে দাড়াতে আমাকে যেন লজ্জিত হতে না হয়। শিশুরা সবসময় নিষ্পাপ হয়।","আমগর বেহেরেই এডা সবসময় খেয়াল রাহুন লাগবো যে, আমগর একটা পরিবার আছে, তাগর সামনে দাড়াইতে আমারে যানি লজ্জিত হতে না হয়। শিশুরা সবসময় নিষ্পাপ হয়",We must all always remember that we have a family before whom I should not be made to feel ashamed. Children are always innocent.
আমাদেরকে মেরে ফেললে অনেক খুশি হতাম,আমগরে মাইরাল্লে  অনেক খুশি অইতাম,I would be very happy if you killed me.
আমগাছে প্রচুর মুকুল এসেছে,আমগাছে প্রচুর মুকুল আইসে,A lot of buds have appeared on the mango tree
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আমগাছের দিকে তাকায়া একটা মেয়ে কইল,A girl said looking at the mango tree
আমজনতার মতাম‌তের কোন গুরুত্ব আ‌ছে এ‌দে‌শে?,আমজনতার মতামতের কোনো দাম নাই দেশে।,What importance does the opinion of the common people have in this country?
আমটি কে খেয়েছিল,আমডা কেডা খাইসিন?,Who ate the mango?
আমটি কে খেয়েছিল?,আমডা কেডা খাইসিল?,Who ate the mango?
আপনাদেরকে অসংক্ষ দন্যবাধ। ক্ষুটি ক্ষুটি সুখরিয়া,"আমনেগড়ে অসংখ্য ধন্যবাদ, ছোট ছোট সুখরিয়া।",Thank you very much. Please accept my apologies for any mistakes.
আমরা সেখানে অনেক মজা করব,আমরা অইহানে অনেক মজা করবাম,We will have a lot of fun there
আমরা অধিকাংশ মানুষই ধর্মের বাহিরে চলে গেছি যার জন্য কেউ কারো কাছে নিরাপদ নয়। বিশেষ করে নোংরা রাজনীতির কারণে মানুষের মনে বিশাল ফাটল ধরেছে যা ভালো হওয়াটা অবিশ্বাস্য। ভবিষ্যতে এই ফাটলটা কতটুকু ভয়ংকর রুপ ধারণ করে মহান আল্লাহই ভালো জানেন।,আমরা অধিকাংশ মাইনসেই ধর্মের বাহিরে গেছি গাঁ সেইডার লাইগ্যা কেউ কারো কাছে নিরাপদ নয়। বিশেষ কইরা নোংরা রাজনীতির কারণে মাইনসের মনে বিশাল ফাটল ধরেছে যা ভালো হওয়াটা অবিশ্বাস্য। ভবিষ্যতে এই ফাটলডা কটুক ভয়ংকর রুপ ধারণ করে মহান আল্লাহই ভালো জানেন।,"Most of us have strayed away from religion, which has made no one safe from anyone. Especially due to dirty politics, a huge rift has formed in people's minds, making recovery seem impossible. Only Allah knows how terrifying this rift will become in the future."
আমরা অনেক বড় হয়ে গেছি মনে হচ্ছে,আমরা অনেক বড় হয়া গেসি মনে হইতাসে,We seem to have grown up a lot
আমরা অপেক্ষা করব,আমরা অপেক্ষা করবাম,We will wait
আমরা আগেই জানতাম ১৩ বছরের অভিজ্ঞতা।,আমরা আগেই জানতাম ১৩ বছরের অভিজ্ঞতা।,We already knew about the 13 years of experience.
আমরা মোটেও বিচলিত নই,আমরা ইট্টূও বিচলিত ণা,We are not at all worried.
"আমরা এমনই এক সমাজে বাস করি, যেখানে বুঝে -না বুঝে কথা বলি। আবার দেখে-না দেখেও মন্তব্য করি। এতে প্রকৃত সত্যটা অনুদঘাটিত থেকে যায়।","আমরা এইরুমই এক সমাজে থাহি , যেইনে বুইজ্জা-না বুইজ্জা কতা কই । আবার দেইক্ষা না দেইক্ষাও মন্তব্য করি। এতে প্রকৃত সত্যটা অনুদঘাটিত থাইক্কা যায়।","We live in a society where we speak without understanding, and comment without seeing. This keeps the true reality hidden."
আমরা এখানে আজ উপস্থিত আছি কথা বলার জন্য,আমরা এইহানে আইজ উপস্থিত আসি কথা বলার লাইজ্ঞা,We are here today to talk
আমরা এখানে আছি আলোচনা করার জন্য,আমরা এইহানে আসি আলোচনা করার লাইজ্ঞা,We are here to discuss
আমরা এতটাও ভালো না,আমরা এতটাও ভালা না,We're not that good
আমরা এমনিতেই পরিচয় রাখতে পারি,আমরা এমনিতেই পরিচয় রাখতাম পারি,We can already identify
আমরা কি একটু মানবিক হতে পারিনা!,আমরা কি একটু মানবিক অইবার পাইনা,Can't we be a little more humane!
আমরা কি শেখাচ্ছি আগামী প্রজন্মকে,আমরা কি শিহাইতাছি আগামী প্রজন্মরে,What are we teaching the next generation?
আমরা কেন যাচ্ছি না,আমরা কিল্লেগা যাইতাসি না,Why are we not going?
আমরা কি জগন্য পাকিস্তানের পথেই হাঁটছি।,আমরা কেইলাইজ্ঞা পাকিস্তানের পথেই হাঁটছি।,Are we walking the same path as disgraced Pakistan?
কোথায় নেমে আসছি আমরা !!!,আমরা কোন দিকে নামতেছি!,Where are we landing/getting off?!
কোন দেশে থাকি আমরা!!!,আমরা কোন দেশে থাকি রে!,In which country do we live?!
আমরা চাই এই সরকার আজীবন ক্ষমতায় থাকুক',আমরা চাই এই সরকার আজীবন ক্ষমতায় থাহুক,We want this government to remain in power forever.
"আমরা চাইনা দিল্লি ওয়ালারা জিতে যাক, মি. ভীনদেশী।",আমরা চাই না দিল্লিওয়ালারা জিতে যাক—মিস্টার ভিনদেশী।,"We don't want the Delhi team to win, Mr. Outsider."
আমরা জানি তোরা দোকানদারা কেমন।,আমরা জানি তোরা দোকানদারা কেমন।,We know what shopkeepers like you are like.
আমরা জীবনে ভুলতে পারব না,আমরা জীবনে ভুলতে পারতাম না,We cannot forget in life
আমরা ঢাকায় থাকি,আমরা ঢাকায় থাহি,We live in Dhaka
আমরা তাকে বলেছি একসাথে কথা বল কি সমস্যা,আমরা তারে কইসি একলগে কথা ক কি সমস্যা,We told him talk together what is the problem
আমরা তিন ভাই বোন আমি সবার বড়,আমরা তিন ভাই বইন আমি বেহের বড়,"We are three brothers and sisters, I am the eldest"
আমরা তো পাখির মতো উড়তে পারিনা,আমরা তো পাখির মতো উড়তাম পারিনা।,We cannot fly like birds
"আমরা দিন দিন ইউরোপ, কানাডার মত উন্নত হচ্ছি। তেলের দাম ২০০ করলে সমস্যা কী","আমরা দিন দিন ইউরোপ, কানাডার মত উন্নত হইতাছি  তেলের দাম ২০০ করলে সমস্যা কী",We are developing more and more like Europe and Canada every day. What's the problem if the price of oil goes up to 200?
"আমরা দেখছি দনি আর গরীব, মধ্যে চরে মানুষ কথা কেউ ভাবিনা, আসলে তারা বুবা বলতে পারে না তাই।","আমরা দেখতাছি ধনী আর গরীবের মাজে চরম ফারাক, কিন্তু মাইনসে কেও চিন্তা করে না—আসলে ওরা বোবা, কতা কইতে পারে না তাই।","We see that no one thinks about the people who graze between Dani and the poor; actually, they can't speak, that's why."
আমরা দেখেছি বাবাকে না ধরতে পেরে এক বছরে বাচ্চা কে ধরে জেলে দিতে,আমরা দেখতাছি বাপরে না ধরবার পাইরা এক বছরে বাচ্চা রে ধইরা জেলে দিতে,"We saw that, unable to arrest the father, they arrested the child and put him in jail within a year."
আমরা পারিবারিক কারনে ১ বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম,আমরা পারিবারিক কারনে ১ বছরের লাইজ্ঞা এহন নিজ বাড়ি থাইক্কা অন্য জায়গায় আসিলাম,We have been away from home for 1 year due to family reasons
আমরা পুরা মিথ্যের রাজ্যে বাস করছি ।এই বক্তব্য শুনে তাই মনে হলো,আমরা পুরা মিথ্যার রাজ্যে থাক্তাছি।এই বক্তব্য হুইন্না তাই মনে অইল,"We are living in a complete world of lies. Hearing this statement, that's what came to mind."
আমরা বলি একটু সময় নেওয়ার জন্য আর উনার স্ত্রীকে নিয়ে আসার জন্য,আমরা বলি একটু সময় নেওনের লাইজ্ঞা আর উনার বউরে নিয়া আননের লাইজ্ঞা,We ask to take some time and bring his wife
আমরা বিদায় নিয়ে চলে এলাম,আমরা বিদায় নিয়া চইল্লা আইলাম,We said goodbye
আমরা বিয়ের পর থেকেই আলাদা থাকি,আমরা বিয়ার পর থাইক্কাই আলাদা থাহি,We have been separated since marriage
আমরা সকল ছাএ ছাএির পক্ষে আছি এবং নিউমার্কেট স্থানান্তর এখন সময়ের দাবী।,আমরা বেক ছাএ ছাএির পক্ষে আছি এবং নিউমার্কেট স্থানান্তর এহ্ন সময়ের দাবী।,We stand with all students and the relocation of New Market is now the demand of the time.
আমারা সবাই একসাথে খেলা দেখছিলাম,আমরা বেহেই একসাথে খেলা দেখতাসিলাম,We were all watching the game together.
আমরা সবাই একসাথে হাসি খুশি করে সময় কাটাই,আমরা বেহেই একসাথে হাসি খুশি কইরা সময় কাডাই,We all spend time happily together.
আমরা সবাই গতকাল বাহিরে গিয়েছিলাম,আমরা বেহেই কালকে বাইরে গেসিলাম,We all went outside yesterday.
আমরা সবাই ঢাকায় থাকি,আমরা বেহেই ঢাকায় থাহি,We all live in Dhaka
আমরা মেয়েটিকে নিয়ে ছেলের বাসায় যাই,আমরা মাইয়াডারে  নিয়া পোলার বাসায় যাই,We go to the boy's house with the girl
আমরা মানুষ না আমরা হিন্দু-মুসলমান।সত্যিই খারাপ লাগে এমন রাজনীতি দেখলে!,"আমরা মানুষ না, আমরা হিন্দু-মুসলমান। সত্যিই খারাপ লাগে এইরুম রাজনীতি দেখলে","Are we people, or are we Hindus and Muslims? It truly feels bad to see such politics!"
আমরা খুব খুশি,আমরা মেলা খুশি,We are very happy
আমরা মেসিকে ঘৃণা করি না,আমরা মেসিরে ঘৃণা করি না,We don't hate Messi
আমরা যদি বলি হিন্দুদের উস্কানিতে এমন সংঘর্ষ বেঁধেছে ।কারন তারা তো এটাই চায় রমজান মাসে একটা সংঘর্ষ বাঁধুক ।,আমরা যদি কই হিন্দুগর উস্কানিতে এমন সংঘর্ষ বেঁধছে। কারন হেরা তো এডাই চায় রমজান মাসে একটা সংঘর্ষ বাঁধুক।,"If we say that this conflict arose due to incitement by Hindus, because that's what they want – a conflict to break out during Ramadan."
আমরা সালাম গ্রহণ করলাম,আমরা সালাম গ্রহণ করলাম,We accepted salam
আমরা হেরে গেছিলাম,আমরা হাইরা গেসলাম,We lost
আমরা হেরে গেছি,আমরা হাইরা গেসি,We lost
আমরা ২০০৳ এর অপেক্ষায় আছি..,আমরা ২০০ টেহা হইব কবে—এইটার অপেক্ষায় আছি।,We are waiting for 200৳.
আমরাই কিছু বুঝতাম না,আমরাই কিসু বুঝতাম না,We did not understand anything
"আমরাও ছাত্র ছিলাম ,এই রকম বজজাদ ও জারক ছাত্র,আগে কখনও দেখিনাই।সৃষ্টিকর্তার নিকট বিচার চাই।","আমরাও ছাত্র ছিলাম ,এই রকম বজজাদ ও জারক ছাত্র,আগে কহনও দেখিনাই।সৃষ্টিকর্তার নিকট বিচার চাই।","We were students too, but we have never seen such unruly and disruptive students before. We demand justice from the Creator."
"আমরাও জানতাম
তারেক রহমান পরিকল্পনাকারী
আর
জিয়াউর রহমান বাস্তবায়ন কারী, এসব নেক্কারজনক হামলায়। 
দ্রুতই গ্রেফতার করে বিচারের মুখোমুখি করতে হবে।","আমরাও জানতাম তারেক রহমান পরিকল্পনাকারী আর জিয়াউর রহমান বাস্তবায়ন কারী, এসব নেক্কারজনক হামলায়।  দ্রুতই গ্রেফতার কইরা বিচারের মুখোমুখি করুন লাগবো।",We also knew that Tareq Rahman was the planner and Ziaur Rahman was the executor of these heinous attacks. They must be arrested and brought to justice quickly.
আমাদের আর উনাদের সময় তো এক না,আমরার আর হেরার সময় তো এক না,Our time and theirs are not the same
আমাদের ইনকামও ৮ টাকা করে বাড়িয়ে দিন।,আমরার ইনকামও ৮ টেহা কইরা বাড়ায়া দেন আগে!,Please increase our income by 8 taka as well.
আমাদের এলাকায় কেরোসিন তেলের দাম বেড়ে গেছে,আমরার এলাকায় কেরোসিন তেলের দাম বাইড়া গেসে,The price of kerosene oil has increased in our area.
আমাদের খামারে ৫০০০টির বেশি মুরগি আছে,আমরার খামারে ৫০০০টার বেশি মুরগি আসে,We have more than 5000 chickens in our farm
আমাদের গ্রামের জনসংখ্যা প্রায় চার হাজার,আমরার গ্রামের জনসংখ্যা প্রায় চাইর হাজার,The population of our village is about four thousand
আমাদের গ্রামের বাজারে অনেক বড় একটি দেশী মুরগীর দোকান আছে,আমরার গ্রামের বাজারে অনেক বড় একটা  দেশী মুরগীর দোকান আসে,There is a very large native chicken shop in our village market.
আমাদের গ্রামের বাড়িতে অনেক গুলা মুরগির বাচ্চা আছে,আমরার গ্রামের বাড়িত অনেক গুলা  মুরগির বাচ্চা আসে,There are many chicks at our village home.
আমাদের ঘরের প্রতিটি রুম ফুল দিয়ে সাজিয়ে রেখেছি,আমরার ঘরের প্রতিডা রুম ফুল দিয়া সাজায়া রাখসি,We have decorated every room of our house with flowers.
আমাদের ঘরের স্টোররুমটি অনেক বড় শিশুটি,আমরার ঘরের স্টোররুমডা মেলা বড়,"Our house's storeroom is very big, the child."
আমাদের চট্টগ্রাম কখন দিবেন এরকম,আমরার চট্টগ্রামে কবে দিবে এমন?,When will you deliver to Chattogram?
আমাদের দুজনের বিয়ে হওয়ার কথা চলছে,আমরার দুইজনের বিয়া হওনের কথা চলতাসে,We are talking about getting married.
আমাদের নামের প্রয়োজন হয় না,আমরার নামের প্রয়োজন হয় না,We don't need names
আমাদের পরিবারে আনন্দের বাইরে কোন ঝগড়া নেই,আমরার পরিবারে আনন্দের বাইরে কোন ঝগড়া নাই,In our family there is no quarrel but happiness
আমাদের পারিবারিক ভাবে বিয়ে হয়,আমরার পারিবারিক ভাবে বিয়া হয়,We got married as a family
আমাদের পুরা বাড়ি জুড়ে বাবা একা দুই তিনজন কাজের লোক আছে সাথে,আমরার পুরা বাড়ি জুইড়া আব্বা একলা দুই তিনজন কাজের লোক আছে সাথে,Father alone has two or three servants with him throughout our house
আমাদের বাসার দারওয়ান রাতে মদ খায়,আমরার বাসার দারওয়ান রাইতে মদ খায়,Our building's doorman drinks alcohol at night.
আমাদের বিয়ের পর থেকেই নানা ছোটখাটো কারনে ঝগড়া লেগে থাকতো,আমরার বিয়ার পর থাইক্কাই নানা ছোটখাটো কারনে ঝগড়া লাইজ্ঞা থাকত,"Ever since we got married, we used to quarrel for various small reasons"
আমাদের মধ্যে কোন রকম ঝগড়া নেই,আমরার মধ্যে কোন রহম ঝগড়া নাই,There is no quarrel between us.
আমাদের মধ্যে প্রায়সময় ঝগড়া হয়,আমরার মধ্যে প্রায়সময় ঝগড়া হয়,We often quarrel
আমাদের মধ্যে ভালোবাসার কোনো কমতি নেই,আমরার মধ্যে ভালোবাসার কোন কমতি নাই,There is no shortage of love between us
আমাদের ম্যাক্সিমাম কথা হয়েছে অনলাইনে,আমরার ম্যাক্সিমাম কথা হইসে অনলাইনে,Most of our conversations have been online
আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল,আমরার যাওনের কথা হুইন্না হেও যাইতে চাইল,"Hearing about our departure, he also wanted to go"
আমাদের যে ভাইসকল শায়েস্তা খানের আমল নিয়ে এসেছেন অনেক ধন্যবাদ তাদের,"আমরার যেই ভাইসকল শায়েস্তা খানের আমল নইয়া আইছেন, তাগো অনেক ধন্যবাদ।",Many thanks to our brothers who brought information about the time of Shaista Khan.
আমাদের যৌথ পরিবার ছিল নানার বাসায়,আমরার যৌথ পরিবার আসিল নানার বাসাত,Our joint family was in Nana's house
আমাদের সাথে আমার আব্বু তেমন সময় কাটাতো না,আমরার সাথে আমার আব্বা তেমন সময় কাটাইতো না,My father did not spend much time with us
আমাদের স্বপ্ন অনেক বড়,আমরার স্বপ্ন মেলা বড়,Our dreams are big
আমাদের ৩ বছরের প্রেম,আমরার ৩ বছরের প্রেম,Our 3 year love
আমকে আমাদের দেশে ‘ফলের রাজা’ বলা হয়,আমরে আমরার দেশে ‘ফলের রাজা’ কওয়ন হয়,I am called the 'King of Fruits' in our country.
"আমলার পকেট ভারী
 কমলার পকেট করে খালি","আমলার পকেট ভারী, কমলের পকেট খালি।","The mango's pocket is getting heavy,
the orange's pocket is becoming empty."
আমলীগ কি বাল ছেড়ে বানচেদ।,আমলীগ কি বাল ছেড়ে বানচেদ।,Is the Awami League abandoning ship (or becoming disorganized)?
আমাদেরকে জারা নিরাপদে রাখবে তারা নিরাপদ কি,আমাগড়ে জারা নিরাপদে রাখবে তারা নিরাপদ কি,"Are those who will keep us safe, safe themselves?"
আমাদের ইনকাম বাড়ছে সমস্যা কি?,আমাগো ইনকামও বাড়তাছে—সমস্যা কি?,What's the problem if our income is increasing?
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,Amazon River is known as the largest river in the world
"আমাদের কথা নাই বললাম, বাড়ানোর আগে একবারও ঐ লোকগুলোর কথা মাথায় আসলো না যারা দিন এনে দিন খায় তারা কি করে ব্যবস্থা করবে","আমাদের কথা নাই, বললাম—বাড়ানোর আগে একবারও ঐ লোকগুলোর কথা মাথায় আসে নাই, যারা দিন এনে দিন খায়, তারা কেমনে ব্যবস্থা করব।","We didn't say anything, it didn't even cross our minds once to think about those people who earn day to day – how will they manage?"
আমাদের তিন বছরের সংসার বাচ্চা হয়নি,আমাদের তিন বছরের সংসার বাচ্চা হয়নাই,Our three-year family has no children
আমাদের তো কিনে খেতে হয় দাম বাড়লে ভোগান্তি বাড়ে যারা দাম বাড়ায় তাদের তো কিনে খেতে হয় না,"আমাদের তো কিনে খেতে হয়, দাম বাড়লে ভোগান্তি বাড়ে। যারা দাম বাড়ায়, তাদের তো কিনে খেতে হয় না।","We have to buy things, so when prices increase, we suffer. Those who raise the prices don't have to buy them."
আমাদের দেশের সামনে শিক্ষা নিয়ে কিছু বলা যাবে না,আমাদের দেশের সামনে শিক্ষা নিয়ে কিছু কওন যাইবো না।,There's not much that can be said about education in our country.
