Standard_Bangla,dialect_speech,English_translation
আপনার জন্য কত সাইজ,আমনের লাই কত সাইজ।,What size do you need?
আপনার জন্য অনেক দোয়া আর ভালবাসা স্যার <3,আমনের লাই বহুত দোয়া আর ভালবাসা স্যার।,"Lots of prayers and love for you, sir <3"
আপনার জন্য রোডিজ স্যলুট।।।।।।।।।।।�����������������‍☠��,আমনের লাই রোডিজ স্যলুট।,Roadi's salute to you! �����������������‍☠
আপনার লেখাগুলো বড় করে পড়লে কেমন জানি আম্বা আম্বা এর মত শোনাই,আমনের লেখাগুন ব করি ফ‌ইড়লে কেইক্কা জানি আম্বা আম্বা এর মতন হুনা‌ যায়।,"When I read your writing aloud, it sounds a bit muffled or indistinct, like 'amba amba'."
আপনার সাইজ কত,আমনের সাইজ কত।,What is your size?
আপনার হেয়ার কাটিং দেইক্ষা বোম মারছে।,আমনের হেয়ার কাটিং দেখি বোম মাইচ্ছে।,Your haircut is looking amazing.
আপনার হড়হড় করে বমি করা রোগটা কি এখনো আছে??? নাকি ভালো হইছে �??,আমনের হড়হড় করি বমি করন রোগগা কি অনো আছে? নাকি বালা অইছে ?,Are you still experiencing frequent vomiting??? Or have you gotten better??
আপনার মত দু চারটা আবাল মার্কেটে না গেলেই সমস্যা নাই।মাল আছে কাস্টমার ও আছে।,আমনেরর মতন দু চাইরগা আবাল মার্কেটে না গেলেই সম‌ইস্যা নাই। মাল আছে কাস্টমার ও আছে।,"It's not a problem if a few immature people don't come to the market. We have the goods, and we have customers."
আপনারা কি সবাই একটা বিষয় লক্ষ্য করেছেন মিথিলা সবসময় তার বাবার বয়সিদের সাথে লাগায়,আমনেরা কি বেকে ওগ্গা বিষয় লক্ষ্য ক‌ইচ্ছেন মিথিলা বেকসমে হেতির বাফের বয়সিগোর লগে লাগায়।,Have you all noticed that Mithila always gravitates towards men around her father's age?
আপনারা কেউ যদি বাংলাদেশ এর ফাস্ট বোলার দের সেরা দেখতে চান তাহলে নিচের লিঙ্ক এ ক্লিক করুন আর লাইক ও কমেন্ট করতে ভুবেন না কিন্তু!,"আমনেরা কেও যদি বাংলাদেশের ফাস্ট বোলার গোর সেরা দেখতে সান তাইলে নিচের লিংকে ক্লিক করেন, আর লাইক ও কমেন্ট করতে ভুইলবেন না কিন্তু।","If anyone wants to see the best fast bowlers of Bangladesh, please click on the link below and don't forget to like and comment!"
আপনেরা নিউজ করার আগে থেকেই সবাই জানে। বাসি খবর দিতাছেন,আমনেরা নিউজ ক‌ইরবার আগে তুনই বেগ্গুন জানে। বাসি খবর দিতেছেন,Everyone already knows the news before you report it. You're giving us old news.
"আপনাকে জাদুঘরে রাখা উচিত , আপনার উপর বোম মারছে কিন্তু আপনার কিছুই হলো না","আমনেরে জাদুঘরে রাখন উচিত , আমনের ওছে বোম মাইচ্ছে কিন্তু আমনের কিছুই অইলো না।","You should be kept in a museum, bombs are falling on you but you remain unharmed."
আপনাকে টেকনোক্র‍্যাট মন্ত্রী হিসেবে দেখতে চাই।,আমনেরে টেকনোক্র‍্যাট মন্ত্রী হিসেবে দেইখতে চাই।,We want to see you as a technocrat minister.
আপনার কে ধন্যবাদ।,আমনেরে ধ‌ইন্যবাদ।,Thank you.
আমরা অনেক বড় হয়ে গেছি মনে হচ্ছে,আমরা অনেক বড় অই গেছি মনে অর,We seem to have grown up a lot
আমরা অপেক্ষা করব,আমরা অপেক্ষা কইরগুম,We will wait
এটা আমরা আগে থেকেই জানি মামলা হবে বিএনপির নামে ।,আমরা এডা আগের তুনএ জানি মামলা যে বিএনফির নামেই অইবো,We already knew a case would be filed against the BNP.
আমরা এতটাও ভালো না,আমরা এতও ভালা নো,We're not that good
আমরা এমনিতেই পরিচয় রাখতে পারি,আমরা এন্নেই হরিচয় রাইখতাম হারি,We can already identify
আমরা বলি একটু সময় নেওয়ার জন্য আর উনার স্ত্রীকে নিয়ে আসার জন্য,আমরা কই এককানা সময় লইবার লাই আর হেতার বউরে লই আইনবার লাই,We ask to take some time and bring his wife
আমরা জীবনে ভুলতে পারব না,আমরা কোনো দিন ভুলতে পারতাম না,We cannot forget in life
আমরা ঢাকায় থাকি,আমরা ঢাকাত থাই,We live in Dhaka
আমরা তিন ভাই বোন আমি সবার বড়,আমরা তিন ভাই বোন আই বেকের বড়,"We are three brothers and sisters, I am the eldest"
আমরা বিদায় নিয়ে চলে এলাম,আমরা বিদায় লই চলি আইলাম,We said goodbye
আমরা বিয়ের পর থেকেই আলাদা থাকি,আমরা বিয়ার হর তুনই আলাদা থাই,We have been separated since marriage
আমরা আগেই জানতাম ১৩ বছরের অভিজ্ঞতা।,আমরা বেকে আগের তুনএ জাইন্তাম ১৩ বচরের অবিজ্ঞতা,We already knew about the 13 years of experience.
আমরা সবাই ঢাকায় থাকি,আমরা বেকে ঢাকায় থাই,We all live in Dhaka
আমরা সবাই একসাথে হাসি খুশি করে সময় কাটাই,আমরা বেকে সবসময় একসাথে হাসিখুশি থাই সময় কাডাই,We all spend time happily together.
আমরা মেয়েটিকে নিয়ে ছেলের বাসায় যাই,আমরা মাইয়াগারে লই হোলার বাসাত যাই,We go to the boy's house with the girl
আমরা খুব খুশি,আমরা মেলা খুশি,We are very happy
আমরা যদি শিক্ষকদের এইভাবে অপমান অপদস্থ করি তাহলে সমস্ত জাতি আমাদের কাছে কি প্রত্যাশা করে।সম্মানের জায়গা গুলো তো আস্তে আস্তে সংকোচিত হয়ে যাচ্ছে। একজন শিক্ষককে এভাবে অপমান অপদস্থ করা যায় কিনা।,"আমরা যদি শিক্ষকদের এইভাবে অপমান-অপদস্থ করি, তাইলে পুরো জাতি আমাদের থেকে কি প্রত্যাশা রাখে? সম্মানের জায়গাগুলো তো আস্তে আস্তে সংকুচিত অইয়া যাইতাছে। একজন শিক্ষককে এভাবে অপমান-অপদস্থ করা যায় কি না?","If we continue to disrespect and humiliate teachers in this manner, what can the nation expect from us? The spaces for respect are gradually shrinking. Is it even acceptable to disrespect and humiliate a teacher like this?"
আমরা সালাম গ্রহণ করলাম,আমরা সালাম গ্রহণ কইরলাম,We accepted salam
আমরা হেরে গেছি,আমরা হারি গেছি,We lost
আমরা হেরে গেছিলাম,আমরা হারি গেছিলাম,We lost
আমরা পারিবারিক কারনে ১ বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম,আমরা হারিবারিক কারনে বছর ওকগার লাই অন নিজ বাড়ি ছাড়ি অন্য জাগাত আছিলাম,We have been away from home for 1 year due to family reasons
আমরা সেখানে অনেক মজা করব,আমরা হিয়ানে অনেক মজা করুম,We will have a lot of fun there
আমরা তাকে বলেছি একসাথে কথা বল কি সমস্যা,আমরা হেতেরে কইছি একলগে কতা কইতে কি সমইস্যা,We told him talk together what is the problem
আমরাই কিছু বুঝতাম না,আমরাই কিছু বাইজদাম না,We did not understand anything
আমাদের চার পাসে নাম না জানা কতো ফুল ফুটেআছে তাই বলে সব ফুলকি ফুলডানিতে সাজায়,আমাগোর চার পাসে নাম না জানা কতো ফুল ফুটেআছে তাই বলাই বেক হুলকি হুলডানিতে সাজায়?,"So many unknown flowers bloom all around us, as if someone is arranging them into flower garlands."
আমাদের মোজি ছাই,আমাগোর মোজি ছাই।,Our Mozi is ash.
আমাদের রাষ্ট্রপতি আমাদের গর্ব তিনি খুব রসিক মানুষ,আমাগোর রাষ্ট্রপতি আমাগোর গর্ব তিনি খুব রসিক মানুষ।,Our president is our pride; he is a very humorous person.
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাজন নদী দুন্নার  সবচাইতে বড্ডা নদী হিসাবে হরিচিত,Amazon River is known as the largest river in the world
আমাদের দেশের সবার কর্তব্য যে সব ধরনের সুবিধা অসুবিধা পাশে থাকা এটাই প্রকৃতি মানুষের কর্তব্য এই জন্য আপনারাই প্রকৃতি মানুষ,"আমাদের দেশের সবার কর্তব্য, যে সব ধরনের সুবিধা-অসুবিধা পাশে থাকা। এটাই প্রকৃতির মানুষরে কর্তব্য। এই লাইগ্যা আপনরাই প্রকৃতির মানুষ।","It is the duty of everyone in our country to stand by each other through all kinds of good times and bad. This is the natural duty of humanity, and that is why you all are natural people."
আমাদের মধ্যেবিও পরিবার,আমাদের মধ্যেবিও পরিবার,We are also family
আমাদেরকে মেরে ফেললে অনেক খুশি হতাম,আমাদেরকে মেরে ফেললে অনেক খুশি হতাম।,I would be very happy if you killed me.
আমার কথা যার যুজ্ঞতা আছে তারাই সুযোগ পাবে কেন এত রাজনিতি,"আমার কথা যার যুজ্ঞতা আছে, তারা সুযোগ পাইবো, কেন এত রাজনীতি?",Only those who have the ability will get the opportunity. Why so much politics?
আমার কোন ভাই নেই আমি বড় মেয়ে,আমার কোন ভাই নেই আমি বড় মেয়ে,"I have no brother, I am the eldest daughter"
আমার দেখা সব চাইতে ভালো কাজ আল্লাহ কবুল করুক,"আমার দেহা সব চাইতে ভালা কাম, আল্লা কবুল কইরুক।",May Allah accept the best of deeds I have ever seen.
আমার বিয়ে হয়েছে ৯ বছর,আমার বিয়ে হয়েছে ৯ বছর,I have been married for 9 years
আমার মনে হয় এই ভাবে সারা বাংলাদেশের সব জেলায় করা যায় তাহলে অশাদু ব্যাবসা কারী দের ধমন করা যায় তা তে কোনো সরকারের হাত পা বা মিছিল মিটিং এর পোরজন হয় না দোওয়া কোরী এই মহান আল্লাহর কাছে সব সময়,"আমার মনে অয়, এইভাবে সারা বাংলাদেশের সব জেলায় করা যায়। তাইলে অশাদু ব্যবসায়ী দের ধমন করা যায়। এতে কুনো সরকারের হাত-পা বা মিছিল-মিটিং দরকার হয় না। দোয়া করি এই মহান আল্লাহর কাছে সব সময়।","I think this can be done in all districts of Bangladesh. This way, dishonest businessmen can be controlled without any government intervention, protests, or meetings. I pray to the Almighty Allah for success in this endeavor, always."
"আমার মা ,ভাই, বোন বরিশালে থাকে","আমার মা ,ভাই, বোন বরিশালে থায়","My mother, brother, sister live in Barisal"
আমার খুব গরম লাগছে,আমার মেলা গরম লাগের,I am feeling very hot.
আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,My husband married me out of his own choice
"আমার হাতটা ধরে সামনের পথে এগিয়ে চলো , পেছন ফিরে আর আমরা দেখবো না","আমার হাত ধরে চলার শুরু কর,পিছনে ফিরণ লাগবো না","Take my hand and walk forward, never turn back and we won't see each other"
আমার শ্বশুরবাড়ির লোকজন এটা একেবারেই পছন্দ করে না,আমার হোড়বাড়ির লোকজন ইয়ান এক্কেরেই হছন্দ করে না,My in-laws don't like it at all
আমার কাছেতো উপস্থাপিকার দূধ ভালো লাগছে��,আমারতে উপস্থিকার দুধ ভালা লাগচে।,I really like the presenter's milk! ��
আমি এখন থেকে সিদ্ধান্ত নিয়েছি আর কারো কথা আমি শুনবো না,আমি অন তুন সিদ্ধান্ত নিছি আর কারো কথা আই হুইনতান ন,I have decided from now on not to listen to anyone else
আমি অনেক দেখেছি এই দেশে সুদু রেবেএ পারে আর পুলিশ জনগনের ভাল পালায়,"আমি অনেক দেখেছি, এই দেশে সুদু রেবেএ পারে আর পুলিশ জনগনের বাল হালায়।","I have seen a lot in this country; only the rich can live well, and the police look after the interests of the people in name only."
আমি চলে যাচ্ছি তোমাকে আর কোন দিন ফোন দিয়ে বলবোনা একটু সময় দাও,আমি চলি যাইর তোওয়ার আর কোন দিন ফোন দি কইতান্নো এক্কেনা সময় দো,"I am leaving. I won't call you again, please give me some time."
আমি ২০১৬ থেকে তাহুরা কে ভালবাসি,আমি দুই হাজার হোলোর তুন তাহুরা রে ভালবাসি,I love Tahura since 2016
আমি হতাশ দেশের মানুষের কাজ দেখে প্রতিটা ক্ষেত্রে সিন্ডিকেট করে এরা দুর্নীতি করছে সরকার এবং জনগন সবাইকে তারা জিম্মি করে নিজেদের অন্যায় স্বার্থ হসিল করছে,"আমি হতাশ, দেশের মানুষের কাজ দেখে প্রতিটা ক্ষেত্রে সিন্ডিকেট করে এরা। দুর্নীতি করছে সরকার আর জনগণ সবাইকে তারা জিম্মি করে, নিজেদের অন্যায় স্বার্থ হাসিল করছে।",I am disappointed by the work of the people of this country. They are forming syndicates in every sector and engaging in corruption. The government and the people are being held hostage by them as they pursue their own selfish interests.
আমি হিন্দু হয়েবলচি মদিচাআলা ফাসিচাই,আমি হিন্দু হয়েবলচি মদিচাআলা ফাসিচাই।,"I am becoming a Hindu, Madichala Fascist."
আমির আলেম,আমির আলেম।,Amir Alim
আমির হামজা কিচু জানেনা,আমির হামজা একরে কিচু জানেনা।,Amir Hamza knows nothing.
আমির হামজা ভুল,আমির হামজা ভুল।,Amir Hamza is wrong.
আমির হামজা কে ধন্যবাদ,আমির হামজা রে ধন্যবাদ।,"Thank you, Amir Hamza."
আমির হামজার ছোট ছোট মেয়ে গুলাকে নিয়ে এমন একটা নিউজ করতে দেখলাম না,আমির হামজার ছোট ছোট মাইয়া গুনরে ল‌ই এইক্কা ওগ্গা নিউজ ক‌ইরতে দেইখলাম না,I didn't see any news coverage about Amir Hamza's young daughters.
আমির হামজার দুটি মেয়েও বছরের পর বছর তাকিয়ে আছে পথের দিকে তাদের বাবা আসতেছে,আমির হামজার দুগা মাইয়াও বছরের ফর বছর রেনি আছে হঁতের মুই হেগুনের বাফ আইয়ের।,"Amir Hamza's two daughters have been looking towards the road for years, waiting for their father to come."
আমির হামজার মেয়েও বাবার পথ চেয়ে আছে হারামজাদা সাংঘাতিক সেটা চোখে পড়েনা,আমির হামজার মাইয়াও বাপের হথ রেনি রইছে হারামজাদা যে সাংঘাতিক হিয়েন চোখে হড়েন,Amir Hamza's daughter is also waiting for her father; the fact that he's a despicable person isn't obvious.
আমলীগ কি বাল ছেড়ে বানচেদ।,আমিলিগ কি বাল ছিড়ি হালাইছে।,Is the Awami League abandoning ship (or becoming disorganized)?
আওয়ামীলীগ আর হাসিনা বাংলার ফেরাওন আর ছাগল কাদের কাওয়া ������,আমীলীগ আর হাসিনা বাংলার ফেরাউন আর ছাগল কাদের কাউয়া ।,"Awami League and Hasina are the Pharaohs of Bengal, and the goats are the people they herd. ������"
আম্মু সব সময় আমার মনের কথা বুঝে,আম্মা   বেক সময় আর মনের কথা বুঝে,Mom always understands my thoughts
আম্মু আজকে খাবারে লবণ কম দিয়েছে,আম্মা আইজকা খানাত নুন কম দিছে,Ammu put less salt in the food today.
আম্মা আমাকে গতকাল একটা ছেলের সাথে দেখা করতে বলেছিলও,আম্মা আরে কাইলগা একটা পোলার লোগে দেয়া কইরতে কৈসিলো,Amma told me to meet a boy yesterday.
আম্মু খালা লেখাপড়ার জন্য ঢাকায় ফিরতে বলবে আমি যেতে পারবো না,আম্মা খালা লেয়াহড়ার লাই ঢাকায় হিরতে কইবো আই যাইতে হাইরতান ন,"My aunt will tell me to return to Dhaka for education, I can't go"
আম্মু তখন উলটে বলছে আমি ও সারাদিন অনেক কাজ করি,আম্মা তন উলটে কইছে আই ও হারাদিন অনেক কাম করি,Mom says that I do a lot of work all day
আম্মা নানাকে একটা চিঠি লিখছেন,আম্মা নানারে এককান চিডি লিখছেন,Mother is writing a letter to grandfather
আম্মু রান্নাঘরে বসে মাটির পাতিলে মুরগির মাংস রান্না করছে,আম্মু ফাকঘরে বই মাটির হাতিলে মাংস রান্না কইচ্চে,Ammu is cooking chicken in an earthenware pot in the kitchen.
আম্মু লাকড়ির চুলায় রান্না করছে,আম্মু লাকড়িস চুলাত রাইঞ্চে,Ammu is cooking on a wood stove.
আম্মু রান্নাঘরে বসে মোরগের মাংস রান্না করছে,আম্মু হাজ্ঞরেত্তে বই মুরগির মাংস রান্দদের,Ammu is cooking chicken in the kitchen.
আমার প্রিয় লেখক হুমায়ুন আহমেদ,আয হিয় লেখক হুমাইয়ন আহমেদ,My favorite writer is Humayun Ahmed
হায় হায় এতো দেরি হলো কেন এই রিপোর্টটা প্রকাশ করতে??যেই কর্মকর্তা এই রিপোর্ট দেরি করে প্রকাশ করছে তাকে বহিষ্কার করা হোক।,আয় হায় এত দেরি অই গেছে গা এই রিপোর্ট ইগা প্রকাশ কইরতে ?? যে কর্মকর্তা এই রিপোর্ট ইগা দেরি করি প্রকাশ কইচ্ছে তারে বহিষ্কার করা অউক।,"Oh dear, why was there such a delay in publishing this report?? The officer who is delaying the publication of this report should be dismissed."
আয় হালারপুত আওয়ামী লীগের পা চাটা গোলাম,আয় হালারপুত আওয়ামী লীগের বৈর চাঁডা গোলাম।,"Hey Halarpoot, you are a lickspittle of the Awami League."
আমাদের নারায়ণগঞ্জ আসস না কেনো তাহলে জোতা দিয়া পিটাইতাম,আয়গো নারায়ণগঞ্জ আসস না কিরলাই তাইলে জুতা দি পিটাইতাম।,Why don't you come to Narayanganj then? We would have beaten you with shoes.
আমার একটা বন্ধু আছে এরকমই বুদ্ধি প্রতিবন্ধী,আয়র ইগ্গা বন্ধু আছে এরকমই বুদ্ধি প্রতিবন্ধী।,I have a friend who is intellectually disabled.
আমরা এই সমাজে বসবাস করি যেখানে জন্মদাতা পিতা কে ধরে পেটের ছেলে পেটাইআমাদের কি মনে হয় না এই সমাজের এখন অন্তত পরিবর্তন দরকার,আয়র এই সমাজে বসবাস করি যেরটে জন্মদাতা পিতা রে ধরি হেটের হালা পেটাইআমগোর কি মনে হয় না এই সমাজের এখন অন্তত পরিবর্তন দরকার।,"We live in a society where a biological father can beat his own child. Don't we think this society needs to change, at least now?"
আমরা একর জমি দরকার নেই আমদের মসজিদ ছিল থাকবে এর বিচার আল্লাহ করবেন,আয়র একর জমি দরকার নেই আমগোর মসজিদ ছিল থাইকবে এর বিচার আল্লাহ কইরবেন।,We do not need an acre of land; our mosque existed and will remain. Allah will be the judge of this matter.
আমার ও খুব প্রিয় মিজানুর রহমান আজহারির।,আয়র ও মেলা প্রিয় মিজানুর রহমান আজহারির।,I also really like Mizanur Rahman Azhari.
আমার কলিজার টুকরা খাজা বাবা যিনি আজমীরে শুয়ে আছেন।।।।।,আয়র কলিজার টুকরা খাজা বাবা যিনি আজমীরে হুতি আছে।,"My dearest Khwaja Baba, who rests in Ajmer."
আমার গায়ের রক্ত টকবগিয়ে উঠেছে,আয়র গায়ের রক্ত টকবগিয়ে উঠেছে।,My blood is boiling.
আমর দের বাবরি মসজিদ আমাদের থাকবে ইনশাআল্লাহ,আয়র গো বাবরি মসজিদ আমগোর থাইকবে ইনশাআল্লাহ।,"Our Babri Mosque will remain ours, InshaAllah."
আমার চাই অপু ওশাকিব আবারো এক হুক,আয়র চাই অপু ওশাকিব আবারো এক হুক।,I want Apurba and Shakib to reunite on screen again.
আমার চোখে পানি চলে আসছেকিছু বলতে পারছিনা,আয়র চোখে হানি চলি আসছেকিছু কইতে হরিয়ের না।,"Tears are welling up in my eyes, I can't say anything."
আমার দেখামতে মিরপুর মাজারে বেশি গাজা খাওয়া হয়ে,আয়র দেইখতাম মিরপুর মাজারে বেশি গাজা খাওয়ন হয়।,"In my opinion, a lot of marijuana is consumed at the Mirpur Shrine."
আমার নাম জসীম আমি একজন ভালো ভনদু চাই টাকার বিনিময় করা জায় বন দুহওয়া জায় না এটা আমার নাবার,আয়র নাম জসীম আই একজন ভালো ভনদু চাই টাকার বিনিময় করা জায় বন দুহওয়া জায় না এটা আয়র নাবার।,My name is Jasim. I am a good person. I want money in exchange for work. I don't want to be deceived. This is my request.
আমার নামে থানাই কোনো কেস নেই কিন্তূ একে সামনে পেলে আমার নামে থানাই কেস হয়ে যাবে,আয়র নামে থানাই কোনো কেস নাই কিন্তূ একে সামনে হেলে আয়র নামে থানাই কেস হয়ে যাবে।,"There is no case against me at the police station, but if I encounter him, a case will be filed against me."
আমার পক্ষ থেকে ওদের জন্য শুভ কামনা রইল আশা করব ওরা ভালো থাকুক,আয়র পক্ষ থেকে ওদের জন্য শুভ কামনা রইল আশা করি ওরা ভালা থাকুক।,My best wishes are with them. I hope they are well.
আমার প্রশ্ন হলমানুষ শিক্ষা দীক্ষা নিয়েও মাতাল অমানুষ হিসেবে জীবন যাপন করে থাকে,আয়র প্রশ্ন হলমানুষ শিক্ষা দীক্ষা নিয়েও মাতাল অমানুষ হিসেবে জীবন যাপন করি থাকে।,"My question is, even with education and learning, people often live their lives as intoxicated, uncivilized beings."
আমার প্রিয় মানুষ,আয়র প্রিয় মানুষ।,My beloved person.
আমার বস সাকিব খানকে ছারা ছবি বানালে দেখবোনা সাকিব ভাইতুমি এগিয়ে যাও আমরা তুমার সাথে আছি,আয়র বস সাকিব খানকে ছারা ছবি বানাইলে দেখতানন সাকিব ভাইতুমি এগিয়ে যাও আন্ডা তুমার সাথে আছি।,"I won't watch any movie made without my boss Shakib Khan. Shakib bhai, keep going, we are with you."
আমার বাড়ী আসাম আমি আসাম থেকে বলছি মিজানুর রহমান আজাহারী ওয়াজ খুব ভালো লাগে,আয়র বাড়ী আসাম আই আসাম থেকে কইছি মিজানুর রহমান আজাহারী ওয়াজ মেলা ভালা লাগে।,I am from Assam. I am speaking from Assam. I really enjoy Mizanor Rahman Azhari's sermons.
আমার বাবরি মসজিদ চাই,আয়র বাবরি মসজিদ চাই।,I want my Babri Mosque back.
আমার মত কে কে কমেন্ট পড়তে আসছেন নারা চারা দেন,আয়র মত কে কে কমেন্ট হড়তে আইছেন নারা চারা দেন।,"Who else, like me, is coming to read the comments? Give a 'chara' (a playful acknowledgement/like) if you are!"
আমার মতে সবচেয়ে সেরা মানুষ,আয়র মতে সবচেয়ে সেরা মানুষ।,"In my opinion, the best person."
আমার শরীর এ আগুন ধরে গেছে ওরে পাইলে খুন কইরা জেলে যাওয়া লাগলে তাই যেতাম,আয়র শরীর এ আগুন ধরি গেছে ওরে হাইলে খুন করি জেলে যাওয়া লাইগবে হিরলাই যাইতাম।,"My body is on fire, oh! If killing you meant going to jail, I would go."
আমার সব চেয়ে প্রিয় আলেম হলেন মিজানুর রহমান আযহারী হুজুর?,আয়র সব চাইতে প্রিয় আলেম হলেন মিজানুর রহমান আযহারী হুজুর?,My most favorite scholar is মিজানur Rahman Azhari Hujur.
আমার সিলেটি পুইরাইন কোব ভালা,আয়র সিলেটি পুইরাইন কোব ভালা।,I like Sylheti cuisine very much.
আমার হাত সুর সুর করছে কেলানর জন্য,আয়র হাত সুর সুর কইরছে কেলানর লাই।,My hands are tingling for Kelanor.
আমার হাতের কাছে যদি ওকে পাইতাম তাহলে মেরে ফেলতাম কত্তার বাচ্ছা,আয়র হাতের কাছে যদি হেতেরে হাইতাম তাইলে মারি হেলতাম কত্তার বাচ্ছা।,"If I had him within my reach, I would have killed the son of a bitch."
আমাকে কেউ বা বিয়ে করতে রাজি হয় না কারন আমি প্রবাসি তাই আমি নিয়ত করচি যে আমার দেশের মেয়ে চাকরি করার জন্য বিদেশ তাকে তাদের বিয়া করবো কল মি ইমু,আয়রে কেউ বা বিয়ে কইরতে রাজি হয় না কারন আই প্রবাসি তাই আই নিয়ত করচি যে আয়র দেশের মাইয়া চাকরি করার লাই বিদেশ তাকে তাদের বিয়া করমু কল মি ইমু।,"No one agrees to marry me because I am an expatriate. Therefore, I am constantly thinking of marrying a girl from my country who is willing to work abroad, and I will contact her via Call/IMO."
আমার বাবা দুনিয়াতে থেকে চলে গেছেন না পেরার দেশে আমি বুজি বাবা কি জিনিস বাবা বেচে থাকলে বাবাকে মাথায় করে রাখতাম আর সামান্য একটা মিষ্টি জন্য বাবাকে মারলো,আযার বাবা দুনিয়াতে থেকে চলি গেছেন না পেরার দেশে আই বুজি বাবা কি জিনিস বাবা বেচে থাইকলে বাবারে মাথায় করে রাইখতাম আর সামান্য একটা মিষ্টি জন্য বাবাকে মারলো।,"My father has passed away from this world. I understand what a father is. If my father were still alive, I would cherish him and hold him in high regard, but he was beaten for something as small as a sweet."
আমার ছোট ভাই শিমের তরকারী দিয়ে ভাত খেতে খুব ভালবাসে,আর  ভাই শিমের তরকারি দি ভাত খাইলে খুব ভালোবাসে,My younger brother loves to eat rice with shimmers (string beans) curry.
আমার হয়ে প্রতিবাদ করে আরো কত গুন,আর অই হতিবাদ করে আরো কত গুন,How many more times protested for me
আর অনেক আগে বন্ধ করা উচিৎ ছিল। তাহলে এমন বৈষম সৃষ্টি হতো হত না।,আর অনেক আগেই বন্ধ করা উচিৎ আছিল। তাইলে এমন বৈষম্য সৃষ্টি হত না।,It should have been closed a long time ago. Then this discrimination wouldn't have happened.
আমার অনেক খারাপ লাগছে,আর অনেক খারাপ লাইগছে,I feel very bad
আমার অনেক ভালো লাগে কালো ওই চোখ দুটো তোমার,আর অনেক ভালা লাগে কালো অই দুইয়ান চোখ তোওার,I really like those dark eyes of yours.
আমার অনেক ভালো লাগে,আর অনেক ভালো লাগে,I like it very much
আমার অনেক দিন আগে একবার বিয়ে হয়েছিল,আর অনেকদিন আগে একবার বিয়া অইছিলো,I was once married a long time ago
আর অবশেষে ফলোয়ার হারানোর ভয়ে পোস্ট খানা সেরেই ফেললেন স্যার। সব ই দেখি এক গোয়ালের গরু ���,আর অবশেষে ফলোয়ার হারাইবার ডরে পোস্ট গা সরাই হালাইছেন  স্যার। বেগ্গিন ই দেখি এক গোয়ালের গরু।,"And finally, sir ended up deleting the post out of fear of losing followers. It all seems like the same old herd mentality. ���"
আমার অসুস্থতার কারণে আমার ১ বছর গ্যাপ গিয়েছে,আর অসুস্থতার কারণে আই ওকগা বছর গ্যাপ গেছে,I had a gap of 1 year due to my illness
আমার পথম থেকে সন্দেহ এই মাগির কথা বলার দরন দেখে৷ এই মাগির চোখ দেখে বুজা যায় এক পুরুষে সন্তুষ্ট নয়,আর আগের তুন সন্দেহ এই মাগির কতা বলার দরন দেখি৷ এই মাগির চোখ দেখি বুজা যায় এক পুরুষে সন্তুষ্ট নয় ৷,"My suspicion arose from the way this woman speaks. Looking at her eyes, it's clear she is not satisfied with a man."
আমার হাত খরচের টাকা আমার আব্বু দেয়,আর আত খরচের টেয়া আর আব্বু দেয়,My father gives me money for personal expenses.
আমার আপন লোক গুলোই এমন,আর আপন লোকগুলোই এরুম,My own people are like that
আমার আব্বু আগে নেশায় আসক্ত ছিল,আর আব্বা আগে নেশাত আসক্ত আছিলো,My father used to be addicted to drugs
আমার আব্বু আর চাচার মধ্যে জায়গা জমি নিয়ে ঝগড়া হয়,আর আব্বা আর চাচার মইদ্ধ্যে জাগা জমি লই কাইজ্জা ওয়,My father and uncle had a dispute over land and property.
আমার আব্বু বিদেশে থাকে,আর আব্বা বিদ্যেসে থ্যায়,My father lives abroad
আমার আব্বু যে এত খারাপ কখনো ফুলের টোকাও দেয় নাই,আর আব্বা যে এত খারাপ কওনো ওকগা হুলের টোয়াও দেয় ন,My father who is so bad has never touched a flower
আমার বাবা পুলিশে আছেন তো মায়ের সাথে বিয়ের পর থেকেই তিনি পরকীয়ায় আসক্ত ছিলেন,আর আব্বা হুলিশে আছেন তো মার লগে বিয়ার হর তুনই হেতে হরকিয়ায় আসক্ত আছিলেন,My father is in the police and since his marriage with my mother he was addicted to extramarital affairs
আমার আব্বুর খুব গরম লাগছে,আর আব্বার মেলা গরম লাগের,My father is feeling very hot.
আমার আব্বু আম্মু ভাই বোন ড্রয়িংরুমে বসে আছে,আর আব্বু আম্মু ভাই ভোইন ড্রয়িংরুমে বই রইসে,"My father, mother, siblings are sitting in the drawing room."
আমার আব্বু গায়ে সরিষার তেল মালিশ করে,আর আব্বু গাত সরিষার তেল লাগায়,My father massages mustard oil on my body.
আমার আব্বু বড় ভাইয়ের উপর রেগে গেছিলেন,আর আব্বু বড় বইনের উফরে রাগি গেসে,My father was angry with my elder brother.
আমার আব্বু লাউ দিয়ে চিংড়ি মাছের ঝোল খুব পছন্দ করে,আর আব্বু লাই দি চিংড়ি মাসের ঝোল আর খুব হসন্দ,My father really likes shrimp curry made with bottle gourd.
